"airp_id","photo_year","film_roll","scale_n","focal_length","flying_height","elev","set"
237277,1994,"bcc94147",52000,305,5511,994.6,"lower_tail"
699759,1968,"bc5280",6000,153,457,83.9,"lower_tail"
699760,1968,"bc5280",6000,153,457,47.4,"lower_tail"
699761,1968,"bc5280",6000,153,457,22,"lower_tail"
724759,1980,"bc80001",10000,305,1524,30.5,"lower_tail"
724760,1980,"bc80001",10000,305,1524,40.5,"lower_tail"
724761,1980,"bc80001",10000,305,1524,47.3,"lower_tail"
724762,1980,"bc80001",10000,305,1524,47.5,"lower_tail"
724763,1980,"bc80001",10000,305,1524,41.7,"lower_tail"
724764,1980,"bc80001",10000,305,1524,35.7,"lower_tail"
724765,1980,"bc80001",10000,305,1524,37.3,"lower_tail"
724766,1980,"bc80001",10000,305,1524,49.8,"lower_tail"
724767,1980,"bc80001",10000,305,1524,70.9,"lower_tail"
724768,1980,"bc80001",10000,305,1524,97.1,"lower_tail"
724769,1980,"bc80001",10000,305,1524,94.7,"lower_tail"
724770,1980,"bc80001",10000,305,1524,95.2,"lower_tail"
724771,1980,"bc80001",10000,305,1524,94.4,"lower_tail"
724772,1980,"bc80001",10000,305,1524,92.9,"lower_tail"
724773,1980,"bc80001",10000,305,1524,91.2,"lower_tail"
724774,1980,"bc80001",10000,305,1524,87.7,"lower_tail"
724775,1980,"bc80001",10000,305,1524,81.6,"lower_tail"
724776,1980,"bc80001",10000,305,1524,72.5,"lower_tail"
724777,1980,"bc80001",10000,305,1524,59.9,"lower_tail"
724778,1980,"bc80001",10000,305,1524,45.8,"lower_tail"
724779,1980,"bc80001",10000,305,1524,32.8,"lower_tail"
724780,1980,"bc80001",10000,305,1524,25.1,"lower_tail"
724781,1980,"bc80001",10000,305,1524,20.8,"lower_tail"
724782,1980,"bc80001",10000,305,1524,13.5,"lower_tail"
724783,1980,"bc80001",10000,305,1524,6.7,"lower_tail"
724784,1980,"bc80001",10000,305,1524,4.5,"lower_tail"
724785,1980,"bc80001",10000,305,1524,2.7,"lower_tail"
724786,1980,"bc80001",10000,305,1524,6.1,"lower_tail"
724787,1980,"bc80001",10000,305,1524,12.3,"lower_tail"
724788,1980,"bc80001",10000,305,1524,-0.7,"lower_tail"
724789,1980,"bc80001",10000,305,1524,-0.7,"lower_tail"
724790,1980,"bc80001",10000,305,1524,1.7,"lower_tail"
724791,1980,"bc80001",10000,305,1524,5.5,"lower_tail"
724792,1980,"bc80001",10000,305,1524,7.8,"lower_tail"
724793,1980,"bc80001",10000,305,1524,9.4,"lower_tail"
724794,1980,"bc80001",10000,305,1524,13.8,"lower_tail"
724795,1980,"bc80001",10000,305,1524,22.6,"lower_tail"
724796,1980,"bc80001",10000,305,1524,36.1,"lower_tail"
724797,1980,"bc80001",10000,305,1524,48.1,"lower_tail"
724798,1980,"bc80001",10000,305,1524,54.8,"lower_tail"
724799,1980,"bc80001",10000,305,1524,59.9,"lower_tail"
724800,1980,"bc80001",10000,305,1524,65.6,"lower_tail"
724801,1980,"bc80001",10000,305,1524,30.8,"lower_tail"
724802,1980,"bc80001",10000,305,1524,16.1,"lower_tail"
724803,1980,"bc80001",10000,305,1524,5.2,"lower_tail"
724804,1980,"bc80001",10000,305,1524,2.6,"lower_tail"
724805,1980,"bc80001",10000,305,1524,2.3,"lower_tail"
724806,1980,"bc80001",10000,305,1524,1.6,"lower_tail"
724807,1980,"bc80001",10000,305,1524,0.4,"lower_tail"
724808,1980,"bc80001",10000,305,1524,-0.5,"lower_tail"
724809,1980,"bc80001",10000,305,1524,1.7,"lower_tail"
724810,1980,"bc80001",10000,305,1524,11.4,"lower_tail"
724811,1980,"bc80001",10000,305,1524,26.8,"lower_tail"
724812,1980,"bc80001",10000,305,1524,36.8,"lower_tail"
724813,1980,"bc80001",10000,305,1524,41,"lower_tail"
724814,1980,"bc80001",10000,305,1524,43.2,"lower_tail"
724815,1980,"bc80001",10000,305,1524,49.7,"lower_tail"
724816,1980,"bc80001",10000,305,1524,59.4,"lower_tail"
724817,1980,"bc80001",10000,305,1524,70.2,"lower_tail"
724818,1980,"bc80001",10000,305,1524,77.3,"lower_tail"
724819,1980,"bc80001",10000,305,1524,82.8,"lower_tail"
724820,1980,"bc80001",10000,305,1524,84.3,"lower_tail"
724821,1980,"bc80001",10000,305,1524,85.2,"lower_tail"
724822,1980,"bc80001",10000,305,1524,87.1,"lower_tail"
724823,1980,"bc80001",10000,305,1524,86.8,"lower_tail"
724824,1980,"bc80001",10000,305,1524,80.4,"lower_tail"
724825,1980,"bc80001",10000,305,1524,79.8,"lower_tail"
724826,1980,"bc80001",10000,305,1524,82.6,"lower_tail"
724827,1980,"bc80001",10000,305,1524,53.7,"lower_tail"
724828,1980,"bc80001",10000,305,1524,55.7,"lower_tail"
724829,1980,"bc80001",10000,305,1524,63.5,"lower_tail"
724830,1980,"bc80001",10000,305,1524,73.4,"lower_tail"
724831,1980,"bc80001",10000,305,1524,76.3,"lower_tail"
724832,1980,"bc80001",10000,305,1524,74.5,"lower_tail"
724833,1980,"bc80001",10000,305,1524,68.1,"lower_tail"
724834,1980,"bc80001",10000,305,1524,62.8,"lower_tail"
724835,1980,"bc80001",10000,305,1524,61,"lower_tail"
724836,1980,"bc80001",10000,305,1524,57.9,"lower_tail"
724837,1980,"bc80001",10000,305,1524,45.8,"lower_tail"
724838,1980,"bc80001",10000,305,1524,33.4,"lower_tail"
724839,1980,"bc80001",10000,305,1524,24.3,"lower_tail"
724840,1980,"bc80001",10000,305,1524,18.3,"lower_tail"
724841,1980,"bc80001",10000,305,1524,14.2,"lower_tail"
724842,1980,"bc80001",10000,305,1524,8.2,"lower_tail"
724843,1980,"bc80001",10000,305,1524,3,"lower_tail"
724844,1980,"bc80001",10000,305,1524,1,"lower_tail"
724845,1980,"bc80001",10000,305,1524,3.7,"lower_tail"
724846,1980,"bc80001",10000,305,1524,8.8,"lower_tail"
724847,1980,"bc80001",10000,305,1524,17.1,"lower_tail"
724848,1980,"bc80001",10000,305,1524,27.7,"lower_tail"
724849,1980,"bc80001",10000,305,1524,33.3,"lower_tail"
724850,1980,"bc80001",10000,305,1524,30,"lower_tail"
724851,1980,"bc80001",10000,305,1524,26.2,"lower_tail"
724852,1980,"bc80001",10000,305,1524,28.9,"lower_tail"
724853,1980,"bc80001",10000,305,1524,34.8,"lower_tail"
724854,1980,"bc80001",10000,305,1524,36,"lower_tail"
724855,1980,"bc80001",10000,305,1524,37,"lower_tail"
724856,1980,"bc80001",10000,305,1524,40.6,"lower_tail"
724857,1980,"bc80001",10000,305,1524,48.4,"lower_tail"
724858,1980,"bc80001",10000,305,1524,75.1,"lower_tail"
724859,1980,"bc80001",10000,305,1524,54.2,"lower_tail"
724860,1980,"bc80001",10000,305,1524,35,"lower_tail"
724861,1980,"bc80001",10000,305,1524,22,"lower_tail"
724862,1980,"bc80001",10000,305,1524,15.4,"lower_tail"
724863,1980,"bc80001",10000,305,1524,9,"lower_tail"
724864,1980,"bc80001",10000,305,1524,5.6,"lower_tail"
784419,1969,"bc7211",32000,305,4877,1805.9,"lower_tail"
784420,1969,"bc7211",32000,305,4877,1821.7,"lower_tail"
784421,1969,"bc7211",32000,305,4877,1834.8,"lower_tail"
784422,1969,"bc7211",32000,305,4877,1844.4,"lower_tail"
784423,1969,"bc7211",32000,305,4877,1842.5,"lower_tail"
784424,1969,"bc7211",32000,305,4877,1835.7,"lower_tail"
784425,1969,"bc7211",32000,305,4877,1832.4,"lower_tail"
784426,1969,"bc7211",32000,305,4877,1834.7,"lower_tail"
784427,1969,"bc7211",32000,305,4877,1834.7,"lower_tail"
784428,1969,"bc7211",32000,305,4877,1832.4,"lower_tail"
784429,1969,"bc7211",32000,305,4877,1833.7,"lower_tail"
784430,1969,"bc7211",32000,305,4877,1837.8,"lower_tail"
784431,1969,"bc7211",32000,305,4877,1843.2,"lower_tail"
784432,1969,"bc7211",32000,305,4877,1844.8,"lower_tail"
784433,1969,"bc7211",32000,305,4877,1838.7,"lower_tail"
784434,1969,"bc7211",32000,305,4877,1829.2,"lower_tail"
784435,1969,"bc7211",32000,305,4877,1818.2,"lower_tail"
784436,1969,"bc7211",32000,305,4877,1805.9,"lower_tail"
786960,1981,"bc81027",40000,153,732,1284.6,"lower_tail"
786961,1981,"bc81027",40000,153,732,1213.7,"lower_tail"
786962,1981,"bc81027",40000,153,732,1116.6,"lower_tail"
786963,1981,"bc81027",40000,153,732,1059.8,"lower_tail"
786964,1981,"bc81027",40000,153,732,1035,"lower_tail"
786965,1981,"bc81027",40000,153,732,912.3,"lower_tail"
786966,1981,"bc81027",40000,153,732,912.9,"lower_tail"
786967,1981,"bc81027",40000,153,732,971.4,"lower_tail"
786968,1981,"bc81027",40000,153,732,1013.7,"lower_tail"
786969,1981,"bc81027",40000,153,732,1106.5,"lower_tail"
786970,1981,"bc81027",40000,153,732,1000.8,"lower_tail"
786971,1981,"bc81027",40000,153,732,961.5,"lower_tail"
786972,1981,"bc81027",40000,153,732,982.2,"lower_tail"
786973,1981,"bc81027",40000,153,732,994.1,"lower_tail"
786974,1981,"bc81027",40000,153,732,1040.6,"lower_tail"
786975,1981,"bc81027",40000,153,732,1190.4,"lower_tail"
786976,1981,"bc81027",40000,153,732,1293.4,"lower_tail"
786977,1981,"bc81027",40000,153,732,1280.1,"lower_tail"
804218,1981,"bc81013",40000,153,823,617.4,"lower_tail"
804219,1981,"bc81013",40000,153,823,634,"lower_tail"
804220,1981,"bc81013",40000,153,823,707.6,"lower_tail"
804221,1981,"bc81013",40000,153,823,784.8,"lower_tail"
804222,1981,"bc81013",40000,153,823,772.6,"lower_tail"
804223,1981,"bc81013",40000,153,823,637.6,"lower_tail"
804224,1981,"bc81013",40000,153,823,548.1,"lower_tail"
804225,1981,"bc81013",40000,153,823,712.3,"lower_tail"
804226,1981,"bc81013",40000,153,823,1054.8,"lower_tail"
804227,1981,"bc81013",40000,153,823,1345.2,"lower_tail"
804228,1981,"bc81013",40000,153,823,1446.5,"lower_tail"
804229,1981,"bc81013",40000,153,823,1271.4,"lower_tail"
804230,1981,"bc81013",40000,153,823,1135.7,"lower_tail"
804231,1981,"bc81013",40000,153,823,1384.7,"lower_tail"
804232,1981,"bc81013",40000,153,823,1714.8,"lower_tail"
804233,1981,"bc81013",40000,153,823,1561.3,"lower_tail"
804234,1981,"bc81013",40000,153,823,1046.7,"lower_tail"
804235,1981,"bc81013",40000,153,823,705.6,"lower_tail"
804236,1981,"bc81013",40000,153,823,780.4,"lower_tail"
804237,1981,"bc81013",40000,153,823,1124.2,"lower_tail"
804238,1981,"bc81013",40000,153,823,1526.3,"lower_tail"
804239,1981,"bc81013",40000,153,823,966.5,"lower_tail"
804240,1981,"bc81013",40000,153,823,1042.7,"lower_tail"
804241,1981,"bc81013",40000,153,823,989,"lower_tail"
804242,1981,"bc81013",40000,153,823,814.6,"lower_tail"
804243,1981,"bc81013",40000,153,823,944.5,"lower_tail"
804244,1981,"bc81013",40000,153,823,1347.9,"lower_tail"
804245,1981,"bc81013",40000,153,823,1560.5,"lower_tail"
804246,1981,"bc81013",40000,153,823,1335.5,"lower_tail"
804247,1981,"bc81013",40000,153,823,1104.5,"lower_tail"
804248,1981,"bc81013",40000,153,823,1118.5,"lower_tail"
804249,1981,"bc81013",40000,153,823,1235.3,"lower_tail"
804250,1981,"bc81013",40000,153,823,1210.8,"lower_tail"
804251,1981,"bc81013",40000,153,823,1011.1,"lower_tail"
804252,1981,"bc81013",40000,153,823,762.8,"lower_tail"
804253,1981,"bc81013",40000,153,823,675.3,"lower_tail"
804254,1981,"bc81013",40000,153,823,732.3,"lower_tail"
804255,1981,"bc81013",40000,153,823,717.7,"lower_tail"
804256,1981,"bc81013",40000,153,823,727.9,"lower_tail"
804257,1981,"bc81013",40000,153,823,801,"lower_tail"
804258,1981,"bc81013",40000,153,823,739.4,"lower_tail"
804259,1981,"bc81013",40000,153,823,768.6,"lower_tail"
804260,1981,"bc81013",40000,153,823,1145.7,"lower_tail"
804261,1981,"bc81013",40000,153,823,1136.2,"lower_tail"
804262,1981,"bc81013",40000,153,823,1034.2,"lower_tail"
804263,1981,"bc81013",40000,153,823,906.3,"lower_tail"
804264,1981,"bc81013",40000,153,823,887.6,"lower_tail"
804265,1981,"bc81013",40000,153,823,982,"lower_tail"
804266,1981,"bc81013",40000,153,823,1024.5,"lower_tail"
804267,1981,"bc81013",40000,153,823,1167.6,"lower_tail"
804268,1981,"bc81013",40000,153,823,1411.9,"lower_tail"
804269,1981,"bc81013",40000,153,823,1466.1,"lower_tail"
804270,1981,"bc81013",40000,153,823,1359.5,"lower_tail"
804271,1981,"bc81013",40000,153,823,1196.4,"lower_tail"
804272,1981,"bc81013",40000,153,823,919.4,"lower_tail"
804273,1981,"bc81013",40000,153,823,847.7,"lower_tail"
804274,1981,"bc81013",40000,153,823,1161.5,"lower_tail"
804275,1981,"bc81013",40000,153,823,1465.9,"lower_tail"
804276,1981,"bc81013",40000,153,823,1446.1,"lower_tail"
809318,1981,"bc81026",5000,305,762,1.4,"lower_tail"
809319,1981,"bc81026",5000,305,762,2.7,"lower_tail"
809320,1981,"bc81026",5000,305,762,6.5,"lower_tail"
809321,1981,"bc81026",5000,305,762,9.8,"lower_tail"
809322,1981,"bc81026",5000,305,762,11.2,"lower_tail"
809323,1981,"bc81026",5000,305,762,11.2,"lower_tail"
809324,1981,"bc81026",5000,305,762,10.4,"lower_tail"
809325,1981,"bc81026",5000,305,762,11.6,"lower_tail"
809326,1981,"bc81026",5000,305,762,17.9,"lower_tail"
809327,1981,"bc81026",5000,305,762,29.9,"lower_tail"
809328,1981,"bc81026",5000,305,762,43,"lower_tail"
866288,1985,"bc85036",15000,305,686,1605.2,"lower_tail"
866289,1985,"bc85036",15000,305,686,2015.9,"lower_tail"
866290,1985,"bc85036",15000,305,686,2207.8,"lower_tail"
866291,1985,"bc85036",15000,305,686,2178.4,"lower_tail"
866292,1985,"bc85036",15000,305,686,2188.3,"lower_tail"
866293,1985,"bc85036",15000,305,686,2239,"lower_tail"
866294,1985,"bc85036",15000,305,686,2045.4,"lower_tail"
866295,1985,"bc85036",15000,305,686,1645.1,"lower_tail"
866296,1985,"bc85036",15000,305,686,1537.8,"lower_tail"
866297,1985,"bc85036",15000,305,686,1636.2,"lower_tail"
866298,1985,"bc85036",15000,305,686,1573.7,"lower_tail"
866299,1985,"bc85036",15000,305,686,1440.4,"lower_tail"
866300,1985,"bc85036",15000,305,686,1231.7,"lower_tail"
866301,1985,"bc85036",15000,305,686,1139.6,"lower_tail"
866302,1985,"bc85036",15000,305,686,1125.1,"lower_tail"
866303,1985,"bc85036",15000,305,686,1076.7,"lower_tail"
866304,1985,"bc85036",15000,305,686,1159.6,"lower_tail"
866305,1985,"bc85036",15000,305,686,1255.8,"lower_tail"
866306,1985,"bc85036",15000,305,686,1113,"lower_tail"
866307,1985,"bc85036",15000,305,686,877.4,"lower_tail"
866308,1985,"bc85036",15000,305,686,734.1,"lower_tail"
866309,1985,"bc85036",15000,305,686,691.6,"lower_tail"
866310,1985,"bc85036",15000,305,686,756.8,"lower_tail"
866311,1985,"bc85036",15000,305,686,978.7,"lower_tail"
866312,1985,"bc85036",15000,305,686,1336.5,"lower_tail"
866313,1985,"bc85036",15000,305,686,1602.5,"lower_tail"
866314,1985,"bc85036",15000,305,686,1392.9,"lower_tail"
866315,1985,"bc85036",15000,305,686,1236.7,"lower_tail"
866316,1985,"bc85036",15000,305,686,1502.9,"lower_tail"
866317,1985,"bc85036",15000,305,686,1700.9,"lower_tail"
866318,1985,"bc85036",15000,305,686,1790.9,"lower_tail"
866319,1985,"bc85036",15000,305,686,1807.3,"lower_tail"
866320,1985,"bc85036",15000,305,686,1674,"lower_tail"
866321,1985,"bc85036",15000,305,686,1453.2,"lower_tail"
896005,1986,"bcc401",10000,305,1219,1047.3,"lower_tail"
896006,1986,"bcc401",10000,305,1219,1018.7,"lower_tail"
896007,1986,"bcc401",10000,305,1219,1000.7,"lower_tail"
896008,1986,"bcc401",10000,305,1219,1003.5,"lower_tail"
896009,1986,"bcc401",10000,305,1219,1004.8,"lower_tail"
896010,1986,"bcc401",10000,305,1219,994,"lower_tail"
896011,1986,"bcc401",10000,305,1219,993.8,"lower_tail"
896012,1986,"bcc401",10000,305,1219,1016.3,"lower_tail"
896013,1986,"bcc401",10000,305,1219,1079.4,"lower_tail"
896014,1986,"bcc401",10000,305,1219,1148.4,"lower_tail"
896015,1986,"bcc401",10000,305,1219,1213.1,"lower_tail"
896016,1986,"bcc401",10000,305,1219,1260.5,"lower_tail"
919438,1987,"bc87070",23000,153,396,561.3,"lower_tail"
919439,1987,"bc87070",23000,153,396,472.4,"lower_tail"
919440,1987,"bc87070",23000,153,396,535.3,"lower_tail"
919441,1987,"bc87070",23000,153,396,616.5,"lower_tail"
919442,1987,"bc87070",23000,153,396,684.5,"lower_tail"
919443,1987,"bc87070",23000,153,396,786.7,"lower_tail"
919444,1987,"bc87070",23000,153,396,911.4,"lower_tail"
919445,1987,"bc87070",23000,153,396,950.3,"lower_tail"
919446,1987,"bc87070",23000,153,396,955.6,"lower_tail"
919447,1987,"bc87070",23000,153,396,994,"lower_tail"
919448,1987,"bc87070",23000,153,396,980.1,"lower_tail"
919449,1987,"bc87070",23000,153,396,983.4,"lower_tail"
919450,1987,"bc87070",23000,153,396,1061.8,"lower_tail"
919451,1987,"bc87070",23000,153,396,1216.8,"lower_tail"
919452,1987,"bc87070",23000,153,396,1468.3,"lower_tail"
919453,1987,"bc87070",23000,153,396,1684.5,"lower_tail"
919454,1987,"bc87070",23000,153,396,1818.5,"lower_tail"
919455,1987,"bc87070",23000,153,396,1884.3,"lower_tail"
919456,1987,"bc87070",23000,153,396,1844.3,"lower_tail"
919457,1987,"bc87070",23000,153,396,1712.9,"lower_tail"
919458,1987,"bc87070",23000,153,396,1556.1,"lower_tail"
919459,1987,"bc87070",23000,153,396,1379.4,"lower_tail"
919460,1987,"bc87070",23000,153,396,1111.1,"lower_tail"
919461,1987,"bc87070",23000,153,396,951.1,"lower_tail"
919462,1987,"bc87070",23000,153,396,903.8,"lower_tail"
919463,1987,"bc87070",23000,153,396,1047.1,"lower_tail"
919464,1987,"bc87070",23000,153,396,1241.5,"lower_tail"
919465,1987,"bc87070",23000,153,396,1361.5,"lower_tail"
919466,1987,"bc87070",23000,153,396,1317,"lower_tail"
919467,1987,"bc87070",23000,153,396,1254.2,"lower_tail"
919468,1987,"bc87070",23000,153,396,1232.8,"lower_tail"
919469,1987,"bc87070",23000,153,396,1339.2,"lower_tail"
919470,1987,"bc87070",23000,153,396,1436.6,"lower_tail"
919471,1987,"bc87070",23000,153,396,1443.9,"lower_tail"
974813,1988,"bc88054",15000,305,655,1059.9,"lower_tail"
974814,1988,"bc88054",15000,305,655,1101.3,"lower_tail"
974815,1988,"bc88054",15000,305,655,1163.5,"lower_tail"
974816,1988,"bc88054",15000,305,655,1377.7,"lower_tail"
974817,1988,"bc88054",15000,305,655,1566.4,"lower_tail"
974818,1988,"bc88054",15000,305,655,1584.7,"lower_tail"
974819,1988,"bc88054",15000,305,655,1424.3,"lower_tail"
974820,1988,"bc88054",15000,305,655,1463.6,"lower_tail"
974821,1988,"bc88054",15000,305,655,1648.9,"lower_tail"
974822,1988,"bc88054",15000,305,655,1738.5,"lower_tail"
974823,1988,"bc88054",15000,305,655,1859.6,"lower_tail"
974824,1988,"bc88054",15000,305,655,2002.1,"lower_tail"
974825,1988,"bc88054",15000,305,655,2050.4,"lower_tail"
974826,1988,"bc88054",15000,305,655,1877.8,"lower_tail"
974827,1988,"bc88054",15000,305,655,1790.7,"lower_tail"
974828,1988,"bc88054",15000,305,655,1977.7,"lower_tail"
974829,1988,"bc88054",15000,305,655,2076.9,"lower_tail"
1001089,1988,"bcc822",15000,305,701,1843.2,"lower_tail"
1001090,1988,"bcc822",15000,305,701,1986.2,"lower_tail"
1001091,1988,"bcc822",15000,305,701,2138.1,"lower_tail"
1001092,1988,"bcc822",15000,305,701,2095.5,"lower_tail"
1001093,1988,"bcc822",15000,305,701,1930.9,"lower_tail"
1001094,1988,"bcc822",15000,305,701,1987.9,"lower_tail"
1001095,1988,"bcc822",15000,305,701,2071.7,"lower_tail"
1001096,1988,"bcc822",15000,305,701,2063.3,"lower_tail"
1001097,1988,"bcc822",15000,305,701,1896.6,"lower_tail"
1001098,1988,"bcc822",15000,305,701,1576.5,"lower_tail"
1001099,1988,"bcc822",15000,305,701,1359.9,"lower_tail"
1108131,1979,"bc79067",50000,305,4770,629.3,"lower_tail"
1108132,1979,"bc79067",50000,305,4770,589.3,"lower_tail"
1108133,1979,"bc79067",50000,305,4770,563.3,"lower_tail"
1108134,1979,"bc79067",50000,305,4770,550.4,"lower_tail"
1108135,1979,"bc79067",50000,305,4770,531.8,"lower_tail"
1108136,1979,"bc79067",50000,305,4770,517,"lower_tail"
1108137,1979,"bc79067",50000,305,4770,509.7,"lower_tail"
1108138,1979,"bc79067",50000,305,4770,502.2,"lower_tail"
1108139,1979,"bc79067",50000,305,4770,494.2,"lower_tail"
1108140,1979,"bc79067",50000,305,4770,483.3,"lower_tail"
1108141,1979,"bc79067",50000,305,4770,498.4,"lower_tail"
1108142,1979,"bc79067",50000,305,4770,493.6,"lower_tail"
1108143,1979,"bc79067",50000,305,4770,499.4,"lower_tail"
1108144,1979,"bc79067",50000,305,4770,499.8,"lower_tail"
1108145,1979,"bc79067",50000,305,4770,495.1,"lower_tail"
1108146,1979,"bc79067",50000,305,4770,485.1,"lower_tail"
1108147,1979,"bc79067",50000,305,4770,481,"lower_tail"
1108148,1979,"bc79067",50000,305,4770,479.1,"lower_tail"
1108149,1979,"bc79067",50000,305,4770,466.2,"lower_tail"
1108150,1979,"bc79067",50000,305,4770,436.3,"lower_tail"
1108151,1979,"bc79067",50000,305,4770,402.3,"lower_tail"
1108152,1979,"bc79067",50000,305,4770,372.3,"lower_tail"
1108153,1979,"bc79067",50000,305,4770,361.2,"lower_tail"
1108154,1979,"bc79067",50000,305,4770,356.6,"lower_tail"
1108155,1979,"bc79067",50000,305,4770,359.9,"lower_tail"
1108156,1979,"bc79067",50000,305,4770,362.2,"lower_tail"
1108157,1979,"bc79067",50000,305,4770,365.9,"lower_tail"
1108158,1979,"bc79067",50000,305,4770,364.9,"lower_tail"
1108159,1979,"bc79067",50000,305,4770,420.5,"lower_tail"
1108160,1979,"bc79067",50000,305,4770,470.5,"lower_tail"
1108161,1979,"bc79067",50000,305,4770,487.7,"lower_tail"
1108162,1979,"bc79067",50000,305,4770,483.4,"lower_tail"
1108163,1979,"bc79067",50000,305,4770,473.1,"lower_tail"
1108164,1979,"bc79067",50000,305,4770,468.3,"lower_tail"
1108165,1979,"bc79067",50000,305,4770,468.1,"lower_tail"
1108166,1979,"bc79067",50000,305,4770,470.6,"lower_tail"
1108167,1979,"bc79067",50000,305,4770,501.9,"lower_tail"
1108168,1979,"bc79067",50000,305,4770,480.1,"lower_tail"
1108169,1979,"bc79067",50000,305,4770,454.1,"lower_tail"
1108170,1979,"bc79067",50000,305,4770,426.8,"lower_tail"
1108171,1979,"bc79067",50000,305,4770,417.5,"lower_tail"
1108172,1979,"bc79067",50000,305,4770,427.4,"lower_tail"
1108173,1979,"bc79067",50000,305,4770,487,"lower_tail"
1108174,1979,"bc79067",50000,305,4770,612.4,"lower_tail"
1108175,1979,"bc79067",50000,305,4770,695.5,"lower_tail"
1108176,1979,"bc79067",50000,305,4770,705.7,"lower_tail"
1108177,1979,"bc79067",50000,305,4770,668.6,"lower_tail"
1108178,1979,"bc79067",50000,305,5624,878.1,"lower_tail"
1108179,1979,"bc79067",50000,305,5624,933.4,"lower_tail"
1108180,1979,"bc79067",50000,305,5624,1045.8,"lower_tail"
1108181,1979,"bc79067",50000,305,5624,1178.5,"lower_tail"
1108182,1979,"bc79067",50000,305,5624,1265.3,"lower_tail"
1108183,1979,"bc79067",50000,305,5624,1400.1,"lower_tail"
1108184,1979,"bc79067",50000,305,5624,1349.9,"lower_tail"
1108185,1979,"bc79067",50000,305,5624,1318.5,"lower_tail"
1108186,1979,"bc79067",50000,305,5624,1301.8,"lower_tail"
1108187,1979,"bc79067",50000,305,5624,1383.2,"lower_tail"
1108188,1979,"bc79067",50000,305,5067,1123.2,"lower_tail"
1108189,1979,"bc79067",50000,305,5067,1030.9,"lower_tail"
1108190,1979,"bc79067",50000,305,5067,977.9,"lower_tail"
1108191,1979,"bc79067",50000,305,5067,881,"lower_tail"
1108192,1979,"bc79067",50000,305,5067,749.6,"lower_tail"
1108193,1979,"bc79067",50000,305,5067,609.1,"lower_tail"
1108194,1979,"bc79067",50000,305,5067,628.7,"lower_tail"
1108195,1979,"bc79067",50000,305,5067,750.6,"lower_tail"
1108196,1979,"bc79067",50000,305,4968,599.7,"lower_tail"
1108197,1979,"bc79067",50000,305,4968,632.7,"lower_tail"
1108198,1979,"bc79067",50000,305,4968,695.3,"lower_tail"
1108199,1979,"bc79067",50000,305,4968,705.8,"lower_tail"
1108200,1979,"bc79067",50000,305,4968,666.7,"lower_tail"
1108201,1979,"bc79067",50000,305,4968,660.8,"lower_tail"
1108202,1979,"bc79067",50000,305,4968,615.9,"lower_tail"
1108203,1979,"bc79067",50000,305,4968,606.8,"lower_tail"
1108204,1979,"bc79067",50000,305,4968,631.5,"lower_tail"
1108205,1979,"bc79067",50000,305,4968,637.7,"lower_tail"
1108206,1979,"bc79067",50000,305,4968,630.5,"lower_tail"
1108207,1979,"bc79067",50000,305,4968,634.1,"lower_tail"
1108208,1979,"bc79067",50000,305,4968,584.3,"lower_tail"
1108209,1979,"bc79067",50000,305,4968,568.2,"lower_tail"
1108210,1979,"bc79067",50000,305,4968,659.8,"lower_tail"
1108212,1979,"bc79067",50000,305,4968,603.5,"lower_tail"
1108213,1979,"bc79067",50000,305,4968,639.3,"lower_tail"
1108214,1979,"bc79067",50000,305,4968,685,"lower_tail"
1108215,1979,"bc79067",50000,305,4968,698.1,"lower_tail"
1108216,1979,"bc79067",50000,305,4968,697.9,"lower_tail"
1108217,1979,"bc79067",50000,305,4968,680.3,"lower_tail"
1108218,1979,"bc79067",50000,305,4968,674.4,"lower_tail"
1108219,1979,"bc79067",50000,305,4968,715.3,"lower_tail"
1108220,1979,"bc79067",50000,305,4968,669.9,"lower_tail"
1108221,1979,"bc79067",50000,305,4968,673.1,"lower_tail"
1108222,1979,"bc79067",50000,305,4968,681.4,"lower_tail"
1108223,1979,"bc79067",50000,305,4968,692.4,"lower_tail"
1108224,1979,"bc79067",50000,305,4968,717.7,"lower_tail"
1108225,1979,"bc79067",50000,305,4968,766.9,"lower_tail"
1108226,1979,"bc79067",50000,305,4968,764,"lower_tail"
1108227,1979,"bc79067",50000,305,4968,789,"lower_tail"
1108228,1979,"bc79067",50000,305,4968,784.6,"lower_tail"
1108229,1979,"bc79067",50000,305,4968,690.2,"lower_tail"
1108230,1979,"bc79067",50000,305,4968,672.3,"lower_tail"
1108231,1979,"bc79067",50000,305,4968,666.2,"lower_tail"
1108232,1979,"bc79067",50000,305,4968,670.3,"lower_tail"
1108233,1979,"bc79067",50000,305,4968,667.4,"lower_tail"
1108234,1979,"bc79067",50000,305,4968,677.5,"lower_tail"
1108235,1979,"bc79067",50000,305,4968,742,"lower_tail"
1108236,1979,"bc79067",50000,305,4968,668.1,"lower_tail"
1108237,1979,"bc79067",50000,305,4968,700,"lower_tail"
1108238,1979,"bc79067",50000,305,4968,727.4,"lower_tail"
1108239,1979,"bc79067",50000,305,4968,687.2,"lower_tail"
1108240,1979,"bc79067",50000,305,4968,634.7,"lower_tail"
1108241,1979,"bc79067",50000,305,4968,649.8,"lower_tail"
1108242,1979,"bc79067",50000,305,4968,646,"lower_tail"
