"airp_id","photo_year","film_roll","scale_n","focal_length","flying_height","elev","set"
100717,1994,"bcb94011",5000,153,1677,705.1,"near_upper"
100723,1994,"bcb94011",5000,153,1677,542.8,"near_upper"
100726,1994,"bcb94011",5000,153,1677,537.2,"near_upper"
107915,1994,"bcc94161",5000,305,3505,1622.5,"near_upper"
107929,1994,"bcc94161",5000,305,3505,1822.3,"near_upper"
107932,1994,"bcc94161",5000,305,3505,1849.9,"near_upper"
107935,1994,"bcc94161",5000,305,3505,1910.8,"near_upper"
108291,1994,"bcb94081",5000,153,1676,933.7,"near_upper"
108363,1994,"bcb94084",5000,153,1676,942.7,"near_upper"
108422,1994,"bcb94084",5000,153,1554,791.8,"near_upper"
108424,1994,"bcb94084",5000,153,1554,793.2,"near_upper"
108430,1994,"bcb94084",5000,153,1554,791.1,"near_upper"
108440,1994,"bcb94084",5000,153,1554,791.1,"near_upper"
108466,1994,"bcb94084",5000,153,1615,864.2,"near_upper"
108484,1994,"bcb94084",5000,153,1615,848.3,"near_upper"
108492,1994,"bcb94084",5000,153,1615,849.9,"near_upper"
108533,1994,"bcb94084",5000,153,1554,793.3,"near_upper"
108561,1994,"bcb94085",5000,153,1615,824.6,"near_upper"
113152,1994,"bcb94086",5000,153,1829,862.9,"near_upper"
113209,1994,"bcb94086",5000,153,1676,1114.7,"near_upper"
113222,1994,"bcb94086",5000,153,1676,821.3,"near_upper"
113245,1994,"bcb94086",5000,153,1676,882,"near_upper"
113275,1994,"bcb94087",5000,153,1676,1151.2,"near_upper"
113305,1994,"bcb94087",5000,153,1829,1044.3,"near_upper"
113307,1994,"bcb94087",5000,153,1829,1058.4,"near_upper"
113316,1994,"bcb94087",5000,153,1829,979,"near_upper"
113457,1994,"bcb94087",5000,153,1829,845.1,"near_upper"
113478,1994,"bcb94087",5000,153,1676,825.6,"near_upper"
113492,1994,"bcb94087",5000,153,1676,769.2,"near_upper"
113500,1994,"bcb94087",5000,153,1676,844.9,"near_upper"
113512,1994,"bcb94087",5000,153,1676,848.7,"near_upper"
113556,1994,"bcb94087",5000,153,1829,1042.7,"near_upper"
113715,1994,"bcb94088",5000,153,1981,984.2,"near_upper"
113719,1994,"bcb94088",5000,153,1829,1013.3,"near_upper"
113723,1994,"bcb94088",5000,153,1829,1018.7,"near_upper"
113766,1994,"bcb94088",5000,153,2134,1404.5,"near_upper"
117525,1994,"bcb94085",5000,153,1585,795.6,"near_upper"
117529,1994,"bcb94085",5000,153,1585,793.7,"near_upper"
117568,1994,"bcb94085",5000,153,1890,1109.9,"near_upper"
117587,1994,"bcb94085",5000,153,1890,1184,"near_upper"
117688,1994,"bcb94080",5000,153,1981,1190.1,"near_upper"
117699,1994,"bcb94080",5000,153,1981,1118,"near_upper"
117702,1994,"bcb94080",5000,153,1981,1143,"near_upper"
117713,1994,"bcb94080",5000,153,1981,1065.5,"near_upper"
117716,1994,"bcb94080",5000,153,1981,1269.1,"near_upper"
117734,1994,"bcb94080",5000,153,1981,1054.4,"near_upper"
117810,1994,"bcb94081",5000,153,2134,1308.7,"near_upper"
117844,1994,"bcb94080",5000,153,1981,775.5,"near_upper"
117890,1994,"bcb94081",5000,153,1829,1113.9,"near_upper"
117903,1994,"bcb94081",5000,153,1981,869.2,"near_upper"
163577,1997,"bcc97067",5000,305,3395,1644.2,"near_upper"
163636,1997,"bcc97079",5000,305,3316,1709.7,"near_upper"
168586,1997,"bcc97211",3000,305,1977,1042.1,"near_upper"
168650,1997,"bcc97211",3000,305,2078,1030.9,"near_upper"
168703,1997,"bcc97211",3000,305,2297,1109.9,"near_upper"
168704,1997,"bcc97211",3000,305,2297,1113.1,"near_upper"
168710,1997,"bcc97211",3000,305,2300,1124,"near_upper"
168816,1997,"bcc97212",3000,305,2329,1221,"near_upper"
168823,1997,"bcc97212",3000,305,2330,1268.3,"near_upper"
193501,1997,"bcc97212",3000,305,2375,1346.3,"near_upper"
222531,1998,"bcb98006",3000,305,1982,1068.8,"near_upper"
222551,1998,"bcb98006",3000,305,1860,886.3,"near_upper"
222655,1998,"bcb98006",3000,305,1982,945,"near_upper"
222697,1998,"bcb98006",3000,305,2043,1280.8,"near_upper"
222720,1998,"bcb98006",3000,305,1982,1009.8,"near_upper"
222731,1998,"bcb98006",3000,305,2043,1218.6,"near_upper"
307859,1993,"bcc93105",5000,305,3505,1933.1,"near_upper"
307865,1993,"bcc93105",5000,305,3505,1884,"near_upper"
307897,1993,"bcc93105",5000,305,3505,1751.7,"near_upper"
307911,1993,"bcc93105",5000,305,3505,1483.1,"near_upper"
307928,1993,"bcc93105",5000,305,3505,1586.3,"near_upper"
307963,1993,"bcc93105",5000,305,3505,1366.9,"near_upper"
350241,1992,"bcb92009",4000,153,1250,573.8,"near_upper"
351052,1992,"bcb92006",5000,153,1768,1035.8,"near_upper"
351065,1992,"bcb92006",5000,153,1829,1058.5,"near_upper"
351119,1992,"bcb92006",5000,153,1982,1385.8,"near_upper"
351142,1992,"bcb92006",5000,153,1982,1218.7,"near_upper"
351166,1992,"bcb92006",5000,153,1982,1250,"near_upper"
351169,1992,"bcb92006",5000,153,1982,1239.4,"near_upper"
351170,1992,"bcb92006",5000,153,1982,1235.6,"near_upper"
351504,1992,"bcb92008",5000,153,1677,791.7,"near_upper"
351544,1992,"bcb92008",5000,153,1677,802.4,"near_upper"
351592,1992,"bcb92008",5000,153,1677,780.4,"near_upper"
351597,1992,"bcb92008",5000,153,1677,755,"near_upper"
351604,1992,"bcb92008",5000,153,1677,753.1,"near_upper"
351697,1992,"bcb92009",5000,153,1829,1057.9,"near_upper"
351708,1992,"bcb92009",5000,153,1829,992,"near_upper"
351939,1992,"bcb92011",5000,153,1555,774.7,"near_upper"
351940,1992,"bcb92011",5000,153,1555,775.6,"near_upper"
351945,1992,"bcb92011",5000,153,1555,829.6,"near_upper"
352022,1992,"bcb92011",5000,153,1555,782.7,"near_upper"
559606,1990,"bcb90005",5000,153,1585,783.6,"near_upper"
559922,1990,"bcb90009",5000,153,1554,818.9,"near_upper"
595158,1991,"bcb91006",5000,153,1829,637.8,"near_upper"
595177,1991,"bcb91006",5000,153,1676,690.2,"near_upper"
595192,1991,"bcb91006",5000,153,1676,663.8,"near_upper"
595199,1991,"bcb91006",5000,153,1676,752.1,"near_upper"
595203,1991,"bcb91006",5000,153,1676,801.2,"near_upper"
597708,1991,"bcb91018",5000,153,1554,695,"near_upper"
597817,1991,"bcb91018",5000,153,1554,752.7,"near_upper"
597825,1991,"bcb91018",5000,153,1554,734.5,"near_upper"
597836,1991,"bcb91018",5000,153,1554,731.5,"near_upper"
598280,1991,"bcb91020",5000,153,1676,899.9,"near_upper"
598282,1991,"bcb91020",5000,153,1676,898.6,"near_upper"
598290,1991,"bcb91020",5000,153,1676,959.1,"near_upper"
598300,1991,"bcb91020",5000,153,1676,950.7,"near_upper"
598321,1991,"bcb91020",5000,153,1615,782.9,"near_upper"
598344,1991,"bcb91020",5000,153,1585,752.9,"near_upper"
598492,1991,"bcb91007",5000,153,1920,1128.8,"near_upper"
598539,1991,"bcb91007",5000,153,1890,1110.7,"near_upper"
598573,1991,"bcb91007",5000,153,1920,1100.2,"near_upper"
598578,1991,"bcb91007",5000,153,1920,1066.2,"near_upper"
598593,1991,"bcb91007",5000,153,1920,1066.1,"near_upper"
598607,1991,"bcb91007",5000,153,1829,1073.9,"near_upper"
598643,1991,"bcb91007",5000,153,1829,898.9,"near_upper"
598649,1991,"bcb91007",5000,153,1829,886.5,"near_upper"
598692,1991,"bcb91007",5000,153,1676,899.1,"near_upper"
598744,1991,"bcb91009",5000,153,1890,1115.7,"near_upper"
598759,1991,"bcb91009",5000,153,1890,1098,"near_upper"
598763,1991,"bcb91009",5000,153,1890,1083.2,"near_upper"
598775,1991,"bcb91009",5000,153,1859,1094,"near_upper"
598850,1991,"bcb91010",5000,153,1829,1061.9,"near_upper"
598853,1991,"bcb91010",5000,153,1829,1078.9,"near_upper"
598859,1991,"bcb91010",5000,153,1829,1015.7,"near_upper"
598938,1991,"bcb91006",5000,153,1920,1109.9,"near_upper"
680685,1984,"bc84034",8000,153,2591,1108.6,"near_upper"
680691,1984,"bc84034",8000,153,2591,1373.7,"near_upper"
707300,1980,"bc80006",5000,153,2134,1345.7,"near_upper"
707328,1980,"bc80006",5000,153,2134,1387.5,"near_upper"
707333,1980,"bc80006",5000,153,2134,1427,"near_upper"
707341,1980,"bc80006",5000,153,2134,1380.5,"near_upper"
707343,1980,"bc80006",5000,153,2134,1337.6,"near_upper"
707348,1980,"bc80006",5000,153,2134,1250.6,"near_upper"
707397,1980,"bc80141",5000,153,2134,1377.8,"near_upper"
707422,1980,"bc80139",5000,153,1920,1202.7,"near_upper"
707442,1980,"bc80117",5000,153,2042,1278,"near_upper"
707686,1980,"bc80139",5000,153,1920,1050.3,"near_upper"
707753,1980,"bc80139",5000,153,1920,1161.8,"near_upper"
707757,1980,"bc80139",5000,153,1920,1161.8,"near_upper"
707763,1980,"bc80139",5000,153,1920,1174.6,"near_upper"
707765,1980,"bc80139",5000,153,1920,1181.9,"near_upper"
707768,1980,"bc80139",5000,153,1920,1201.1,"near_upper"
707803,1980,"bc80138",5000,153,2164,1383,"near_upper"
707809,1980,"bc80138",5000,153,2164,1504.3,"near_upper"
707827,1980,"bc80138",5000,153,2164,1572.7,"near_upper"
707889,1980,"bc80139",5000,153,2225,1478.6,"near_upper"
707896,1980,"bc80139",5000,153,2225,1452.2,"near_upper"
707903,1980,"bc80139",5000,153,2225,1412.5,"near_upper"
707937,1980,"bc80139",5000,153,2225,1450.1,"near_upper"
708010,1980,"bc80112",6000,153,2256,1381.7,"near_upper"
708017,1980,"bc80112",6000,153,2256,1400.3,"near_upper"
708077,1980,"bc80112",6000,153,2256,1354.4,"near_upper"
708078,1980,"bc80112",6000,153,2256,1348.2,"near_upper"
708097,1980,"bc80112",6000,153,2256,1318.6,"near_upper"
708108,1980,"bc80112",6000,153,2256,973,"near_upper"
708121,1980,"bc80112",6000,153,2256,1273.6,"near_upper"
708425,1980,"bc80122",20000,153,7925,1845.6,"near_upper"
708429,1980,"bc80122",20000,153,7925,1108.8,"near_upper"
712374,1980,"bc80122",10000,153,4115,683.6,"near_upper"
712382,1980,"bc80122",10000,153,4115,1013.3,"near_upper"
712402,1980,"bc80122",10000,153,4115,931.1,"near_upper"
712424,1980,"bc80122",10000,153,4115,902.1,"near_upper"
712473,1980,"bc80122",10000,153,4115,1143,"near_upper"
712491,1980,"bc80122",10000,153,4115,1143.7,"near_upper"
712500,1980,"bc80122",10000,153,4115,834.1,"near_upper"
712568,1980,"bc80122",10000,153,4115,843,"near_upper"
716989,1980,"bc80018",20000,153,6401,535.3,"near_upper"
717034,1980,"bc80018",20000,153,6401,329.4,"near_upper"
717045,1980,"bc80018",20000,153,6401,455.1,"near_upper"
717564,1980,"bc80078",5000,153,1829,1050.2,"near_upper"
717947,1980,"bc80053",5000,153,1920,1261.9,"near_upper"
717955,1980,"bc80053",5000,153,1920,1257.5,"near_upper"
718063,1980,"bc80138",5000,153,1920,1308,"near_upper"
722523,1980,"bc80078",5000,153,1676,888.5,"near_upper"
725974,1980,"bc80006",5000,153,1585,2,"near_upper"
726004,1980,"bc80006",5000,153,1585,23.8,"near_upper"
727017,1980,"bc80048",20000,153,6553,574.8,"near_upper"
727045,1980,"bc80048",20000,153,6553,959.4,"near_upper"
727070,1980,"bc80048",20000,153,6553,568.6,"near_upper"
727075,1980,"bc80048",20000,153,6553,520,"near_upper"
727084,1980,"bc80048",20000,153,6553,661.4,"near_upper"
727100,1980,"bc80048",20000,153,6553,592.2,"near_upper"
727137,1980,"bc80048",20000,153,6553,1048.3,"near_upper"
727138,1980,"bc80048",20000,153,6553,986.8,"near_upper"
727139,1980,"bc80048",20000,153,6553,918.2,"near_upper"
727156,1980,"bc80048",20000,153,6553,1254,"near_upper"
727173,1980,"bc80048",20000,153,6553,923.5,"near_upper"
729045,1980,"bc80005",5000,153,1585,41.9,"near_upper"
783593,1969,"bc7223",2000,305,1249,204.5,"near_upper"
783611,1969,"bc7223",2000,305,1249,122.7,"near_upper"
783619,1969,"bc7223",2000,305,1249,108.3,"near_upper"
783621,1969,"bc7223",2000,305,1249,96.2,"near_upper"
783629,1969,"bc7223",2000,305,1249,117.8,"near_upper"
788189,1981,"bc81012",20000,153,7925,899.7,"near_upper"
788205,1981,"bc81012",20000,153,7925,737.3,"near_upper"
788251,1981,"bc81012",20000,153,7925,272.9,"near_upper"
788256,1981,"bc81012",20000,153,7925,700.9,"near_upper"
788276,1981,"bc81012",20000,153,7925,1048.9,"near_upper"
788323,1981,"bc81012",20000,153,7925,792.5,"near_upper"
810971,1981,"bc81105",5000,153,1615,833.4,"near_upper"
810977,1981,"bc81105",5000,153,1615,851.2,"near_upper"
841428,1984,"bc84029",10000,305,6401,414.9,"near_upper"
847278,1985,"bc85079",10000,305,6401,1691.8,"near_upper"
847372,1985,"bc85079",10000,305,6401,1009.8,"near_upper"
847390,1985,"bc85079",10000,305,6401,1504.2,"near_upper"
847394,1985,"bc85079",10000,305,6401,1638.5,"near_upper"
847400,1985,"bc85079",10000,305,6401,1854.6,"near_upper"
847436,1985,"bc85079",10000,305,6401,1648.5,"near_upper"
847485,1985,"bc85079",10000,305,6401,1649.9,"near_upper"
847538,1985,"bc85080",10000,305,6401,1746.2,"near_upper"
847563,1985,"bc85080",10000,305,6401,863.6,"near_upper"
847586,1985,"bc85080",10000,305,6401,1623.6,"near_upper"
847594,1985,"bc85080",10000,305,6401,1316.6,"near_upper"
847688,1985,"bc85080",10000,305,6401,1604.4,"near_upper"
847714,1985,"bc85080",10000,305,6401,762.2,"near_upper"
847724,1985,"bc85080",10000,305,6401,755.4,"near_upper"
847726,1985,"bc85080",10000,305,6401,830.7,"near_upper"
847733,1985,"bc85080",10000,305,6401,1028.1,"near_upper"
847748,1985,"bc85080",10000,305,6401,1091.1,"near_upper"
847789,1985,"bc85081",10000,305,6401,1757.9,"near_upper"
847790,1985,"bc85081",10000,305,6401,1755.2,"near_upper"
847803,1985,"bc85081",10000,305,6401,1021.2,"near_upper"
847821,1985,"bc85081",10000,305,6401,1635.9,"near_upper"
847824,1985,"bc85081",10000,305,6401,1629.3,"near_upper"
847919,1985,"bc85081",10000,305,6401,1276.7,"near_upper"
847931,1985,"bc85081",10000,305,6401,1301.5,"near_upper"
895340,1986,"bcc544",8000,305,6096,255,"near_upper"
895450,1986,"bcc516",4000,153,1609,967.4,"near_upper"
895456,1986,"bcc516",4000,153,1559,905.3,"near_upper"
895461,1986,"bcc516",4000,153,1559,874.2,"near_upper"
895474,1986,"bcc516",4000,153,1509,779.3,"near_upper"
895512,1986,"bcc516",4000,153,1311,654.7,"near_upper"
959839,1987,"bcc725",5000,305,3261,1809.1,"near_upper"
988966,1988,"bc88061",16000,153,5182,1786.9,"near_upper"
1043655,1989,"bc89082",3000,153,1067,668.4,"near_upper"
1043665,1989,"bc89082",3000,153,1067,662.8,"near_upper"
1043725,1989,"bc89082",3000,153,1067,756.9,"near_upper"
1043737,1989,"bc89082",3000,153,1067,747,"near_upper"
1043739,1989,"bc89082",3000,153,1067,742.5,"near_upper"
1043745,1989,"bc89082",3000,153,1067,730.4,"near_upper"
1043752,1989,"bc89082",3000,153,1067,701.2,"near_upper"
1043761,1989,"bc89082",3000,153,1067,700.4,"near_upper"
1043803,1989,"bc89082",3000,153,1067,582.9,"near_upper"
1043824,1989,"bc89082",3000,153,1067,583.2,"near_upper"
1088401,1990,"bcb90146",5000,153,1676,789.3,"near_upper"
1088402,1990,"bcb90146",5000,153,1676,786.6,"near_upper"
1088414,1990,"bcb90146",5000,153,1676,788.7,"near_upper"
1088511,1990,"bcb90146",5000,153,1676,889.9,"near_upper"
1088532,1990,"bcb90146",5000,153,1829,982.4,"near_upper"
1088546,1990,"bcb90146",5000,153,1829,978.9,"near_upper"
1088549,1990,"bcb90146",5000,153,1829,957.9,"near_upper"
1088591,1990,"bcb90146",5000,153,1829,789.7,"near_upper"
1088615,1990,"bcb90146",5000,153,1829,903.4,"near_upper"
1088629,1990,"bcb90146",5000,153,1829,812,"near_upper"
1088635,1990,"bcb90146",5000,153,1829,878.1,"near_upper"
1088651,1990,"bcb90146",5000,153,1829,998.3,"near_upper"
1088728,1990,"bcb90145",5000,153,2134,1316.6,"near_upper"
1088737,1990,"bcb90145",5000,153,2134,1276.4,"near_upper"
1088744,1990,"bcb90145",5000,153,2134,1353.2,"near_upper"
1088776,1990,"bcb90145",5000,153,2134,1488.3,"near_upper"
1088783,1990,"bcb90145",5000,153,2134,1326.2,"near_upper"
1088811,1990,"bcb90145",5000,153,2286,1405.1,"near_upper"
1088815,1990,"bcb90145",5000,153,2286,1376.5,"near_upper"
1088895,1990,"bcb90145",5000,153,2286,1110.9,"near_upper"
1088899,1990,"bcb90145",5000,153,2286,1080.9,"near_upper"
1088910,1990,"bcb90145",5000,153,2286,1352.8,"near_upper"
1088912,1990,"bcb90145",5000,153,2286,1234.1,"near_upper"
1088924,1990,"bcb90145",5000,153,2134,1130.2,"near_upper"
1088928,1990,"bcb90145",5000,153,2134,1307.2,"near_upper"
1089098,1990,"bcb90150",5000,153,2042,846.8,"near_upper"
1107213,1979,"bc79029",5000,153,1676,21.6,"near_upper"
1107223,1979,"bc79029",5000,153,1676,313.9,"near_upper"
1107239,1979,"bc79029",5000,153,1676,303.5,"near_upper"
1107256,1979,"bc79029",5000,153,1676,8.7,"near_upper"
1107361,1979,"bc79043",5000,153,1676,44.6,"near_upper"
1107378,1979,"bc79043",5000,153,1676,2.2,"near_upper"
1110847,1979,"bc79058",20000,153,7620,1568,"near_upper"
1110860,1979,"bc79058",20000,153,7620,1779.3,"near_upper"
1110870,1979,"bc79058",20000,153,7468,1438.8,"near_upper"
1110897,1979,"bc79058",20000,153,7468,972.3,"near_upper"
1111996,1979,"bc79026",20000,153,7620,808.2,"near_upper"
1112004,1979,"bc79026",20000,153,7620,888,"near_upper"
1112007,1979,"bc79026",20000,153,7620,942.1,"near_upper"
1112033,1979,"bc79026",20000,153,7468,835.4,"near_upper"
1112088,1979,"bc79026",20000,153,7468,1117.5,"near_upper"
1114623,1979,"bc79072",20000,153,7925,2036.2,"near_upper"
1114627,1979,"bc79072",20000,153,7925,1636.4,"near_upper"
1114685,1979,"bc79072",20000,153,7925,1243.2,"near_upper"
1114694,1979,"bc79072",20000,153,7925,1453.3,"near_upper"
1114695,1979,"bc79072",20000,153,7925,1285.9,"near_upper"
1114702,1979,"bc79072",20000,153,7925,1778.7,"near_upper"
1114706,1979,"bc79072",20000,153,7925,1567.3,"near_upper"
1114743,1979,"bc79072",20000,153,7925,1553.4,"near_upper"
1114782,1979,"bc79072",20000,153,7925,1055.5,"near_upper"
1123151,1979,"bc79127",15840,153,5895,833,"near_upper"
1123153,1979,"bc79127",15840,153,5895,866.4,"near_upper"
1123198,1979,"bc79127",15840,153,5895,852.4,"near_upper"
1123205,1979,"bc79127",15840,153,5895,974.3,"near_upper"
1123240,1979,"bc79127",15840,153,5895,960.5,"near_upper"
1127243,1979,"bc79131",16000,153,5590,444.2,"near_upper"
1127268,1979,"bc79131",16000,153,5590,440.4,"near_upper"
1127270,1979,"bc79131",16000,153,5590,439,"near_upper"
1127287,1979,"bc79131",16000,153,5590,413,"near_upper"
1127312,1979,"bc79131",16000,153,5590,501.2,"near_upper"
1133541,1979,"bc79039",2000,153,777,4.1,"near_upper"
1133796,1979,"bc79017",2000,153,701,380.5,"near_upper"
1133851,1979,"bc79020",2000,153,701,405.1,"near_upper"
1143763,1979,"bc79195",20000,153,7010,1201.6,"near_upper"
1143778,1979,"bc79195",20000,153,7010,1148.8,"near_upper"
1143796,1979,"bc79195",20000,153,7010,1168.3,"near_upper"
1143840,1979,"bc79195",20000,153,7010,902.5,"near_upper"
1143911,1979,"bc79195",20000,153,7010,1511.3,"near_upper"
1143932,1979,"bc79195",20000,153,7010,1471.3,"near_upper"
1144616,1979,"bc79213",5000,153,2073,1306.6,"near_upper"
1144633,1979,"bc79213",5000,153,2073,1346.2,"near_upper"
1144888,1979,"bc79213",5000,153,2012,982.9,"near_upper"
1151097,1979,"bc79141",25000,153,8230,1019,"near_upper"
1151104,1979,"bc79141",25000,153,8230,1078.9,"near_upper"
1151159,1979,"bc79141",25000,153,8230,1465.1,"near_upper"
1151194,1979,"bc79141",25000,153,8230,712,"near_upper"
1152070,1979,"bc79075",25000,88,5029,1032.8,"near_upper"
1152082,1979,"bc79075",25000,88,5029,1117.3,"near_upper"
1152085,1979,"bc79075",25000,88,5029,1326,"near_upper"
1157199,1978,"bc78153",20000,153,7468,1046,"near_upper"
1157221,1978,"bc78153",20000,153,7468,963.1,"near_upper"
1157223,1978,"bc78153",20000,153,7468,571.6,"near_upper"
1157233,1978,"bc78153",20000,153,7468,1486.1,"near_upper"
1157244,1978,"bc78153",20000,153,7468,1420.5,"near_upper"
1158212,1978,"bc78110",5000,153,1554,36.6,"near_upper"
1158483,1978,"bc78152",6000,153,2073,1227.7,"near_upper"
1158511,1978,"bc78152",6000,153,2073,1227.7,"near_upper"
1158568,1978,"bc78146",6000,153,1875,1121.2,"near_upper"
1158571,1978,"bc78146",6000,153,1875,1138.3,"near_upper"
1158579,1978,"bc78146",6000,153,1875,990.6,"near_upper"
1158605,1978,"bc78146",6000,153,2362,1486.2,"near_upper"
1158649,1978,"bc78146",6000,153,2332,1433.2,"near_upper"
1158675,1978,"bc78146",6000,153,2179,1303,"near_upper"
1159442,1978,"bc78028",20000,153,6919,1346.2,"near_upper"
1159453,1978,"bc78028",20000,153,6919,2207.8,"near_upper"
1159530,1978,"bc78150",6000,153,2134,1195,"near_upper"
1159603,1978,"bc78150",6000,153,2134,1173.8,"near_upper"
1159625,1978,"bc78150",6000,153,2134,1223.9,"near_upper"
1159650,1978,"bc78151",6000,153,2134,1235.6,"near_upper"
1159652,1978,"bc78151",6000,153,2134,1230.9,"near_upper"
1159709,1978,"bc78151",6000,153,2134,1201.2,"near_upper"
1159710,1978,"bc78151",6000,153,2134,1198.2,"near_upper"
1159714,1978,"bc78151",6000,153,2134,1202.2,"near_upper"
1159720,1978,"bc78151",6000,153,2134,1202.5,"near_upper"
1159748,1978,"bc78154",6000,153,2134,1200.5,"near_upper"
1159749,1978,"bc78154",6000,153,2134,1185.6,"near_upper"
1159755,1978,"bc78154",6000,153,2134,1153.3,"near_upper"
1161434,1978,"bc78101",20000,153,7315,1392.2,"near_upper"
1161482,1978,"bc78101",20000,153,7315,962.9,"near_upper"
1166893,1978,"bc78009",5000,153,1676,566.4,"near_upper"
1166924,1978,"bc78009",5000,153,1829,488.4,"near_upper"
1166965,1978,"bc78009",5000,153,2134,708,"near_upper"
1166971,1978,"bc78009",5000,153,2134,829.1,"near_upper"
1166973,1978,"bc78009",5000,153,2286,799.3,"near_upper"
1166976,1978,"bc78009",5000,153,2286,763.9,"near_upper"
1166988,1978,"bc78009",5000,153,2286,886.2,"near_upper"
1166989,1978,"bc78009",5000,153,2286,914.5,"near_upper"
1166990,1978,"bc78009",5000,153,2286,960,"near_upper"
1173421,1978,"bc78078",10000,153,3200,1494.2,"near_upper"
1173537,1978,"bc78108",10000,153,3200,2028.5,"near_upper"
1173542,1978,"bc78108",10000,153,3200,1712.8,"near_upper"
1173588,1978,"bc78108",10000,153,3353,1713.5,"near_upper"
1173591,1978,"bc78108",10000,153,3353,1575.8,"near_upper"
1173598,1978,"bc78108",10000,153,3353,1855.1,"near_upper"
1173603,1978,"bc78108",10000,153,3353,1669.7,"near_upper"
1173655,1978,"bc78108",10000,153,3505,2034.9,"near_upper"
1173661,1978,"bc78078",10000,153,3353,1645,"near_upper"
1177850,1978,"bc78051",20000,153,6858,994.7,"near_upper"
1177864,1978,"bc78051",20000,153,6858,1129.8,"near_upper"
1177865,1978,"bc78051",20000,153,6858,1138.1,"near_upper"
1177902,1978,"bc78051",20000,153,6858,749.5,"near_upper"
1177958,1978,"bc78051",20000,153,6858,750.4,"near_upper"
1177972,1978,"bc78051",20000,153,6858,1052.2,"near_upper"
1177980,1978,"bc78051",20000,153,6858,775.6,"near_upper"
1177995,1978,"bc78051",20000,153,6858,1004.8,"near_upper"
1177999,1978,"bc78051",20000,153,6858,1000.9,"near_upper"
1178003,1978,"bc78051",20000,153,6858,1046.2,"near_upper"
1178007,1978,"bc78051",20000,153,6858,1086.4,"near_upper"
1178017,1978,"bc78051",20000,153,6858,961.4,"near_upper"
1178019,1978,"bc78051",20000,153,6858,951.5,"near_upper"
1178301,1978,"bc78152",6000,153,2073,947.1,"near_upper"
1178315,1978,"bc78152",6000,153,2073,1046.9,"near_upper"
1178323,1978,"bc78153",4800,153,2073,1283.1,"near_upper"
1192710,1977,"bc77014",6000,153,2316,1479,"near_upper"
1192765,1977,"bc77014",6000,153,2225,1316,"near_upper"
1192771,1977,"bc77014",6000,153,2225,1228.3,"near_upper"
1195099,1977,"bc77058",4800,153,1951,1230.9,"near_upper"
1195633,1977,"bc77115",20000,153,7620,1115.1,"near_upper"
1195657,1977,"bc77115",20000,153,7620,941.6,"near_upper"
1196892,1977,"bc77013",20000,153,7315,586.7,"near_upper"
1196895,1977,"bc77013",20000,153,7315,744.7,"near_upper"
1205311,1977,"bc77030",6000,153,2195,1310.3,"near_upper"
1205322,1977,"bc77030",6000,153,2195,1316.8,"near_upper"
1205343,1977,"bc77030",6000,153,2195,1309.7,"near_upper"
1212364,1975,"bc5699",6000,153,1875,24.7,"near_upper"
1212385,1975,"bc5699",6000,153,1875,206.9,"near_upper"
1212409,1975,"bc5699",6000,153,1875,0.9,"near_upper"
1212476,1975,"bc5699",6000,153,1875,299.7,"near_upper"
1212532,1975,"bc5699",6000,153,1875,3.5,"near_upper"
1212559,1975,"bc5699",6000,153,1875,1.6,"near_upper"
1212572,1975,"bc5699",6000,153,1875,6.5,"near_upper"
1212574,1975,"bc5699",6000,153,1875,91.9,"near_upper"
1212728,1975,"bc5701",6000,153,1875,44,"near_upper"
1212731,1975,"bc5701",6000,153,1875,254.6,"near_upper"
1212766,1975,"bc5701",6000,153,1875,123.2,"near_upper"
1212770,1975,"bc5701",6000,153,1875,120.1,"near_upper"
1212781,1975,"bc5701",6000,153,1875,31.9,"near_upper"
1212803,1975,"bc5701",6000,153,1875,66.6,"near_upper"
1212850,1975,"bc5701",6000,153,1875,32.2,"near_upper"
1212866,1975,"bc5701",6000,153,1875,4,"near_upper"
1212874,1975,"bc5701",6000,153,1875,7.8,"near_upper"
1212920,1975,"bc5701",6000,153,1875,0.3,"near_upper"
1212927,1975,"bc5701",6000,153,1875,83.6,"near_upper"
1212973,1975,"bc5701",6000,153,1875,58.1,"near_upper"
1212975,1975,"bc5701",6000,153,1875,3.5,"near_upper"
1212994,1975,"bc5701",6000,153,1875,94.1,"near_upper"
1213000,1975,"bc5701",6000,153,1875,113.6,"near_upper"
1213068,1975,"bc5702",6000,153,1875,1.5,"near_upper"
1213096,1975,"bc5702",6000,153,1875,-0.4,"near_upper"
1213102,1975,"bc5702",6000,153,1875,0.6,"near_upper"
1213130,1975,"bc5702",6000,153,1875,75,"near_upper"
1213133,1975,"bc5702",6000,153,1875,23,"near_upper"
1213136,1975,"bc5702",6000,153,1875,4.1,"near_upper"
1213155,1975,"bc5702",6000,153,1875,107,"near_upper"
1213159,1975,"bc5702",6000,153,1875,105.7,"near_upper"
1214375,1976,"bc5717",6000,153,2438,1582.1,"near_upper"
1218506,1976,"bc5709",7920,153,3024,584.5,"near_upper"
1218518,1976,"bc5709",7920,153,3024,507.3,"near_upper"
1218522,1976,"bc5709",7920,153,3024,548.1,"near_upper"
1221033,1976,"bc5755",10000,153,3353,988,"near_upper"
1221049,1976,"bc5755",10000,153,3353,1730.7,"near_upper"
