"file","year","nc","nr","bands_src","threshold","frac_total","frac_interior"
"bc77033_098_thumb.jpg","1977",1250,1250,1,24,0.030086,0
"bc77033_098_thumb.jpg","1977",1250,1250,1,32,0.03068,0
"bc77033_098_thumb.jpg","1977",1250,1250,1,48,0.032204,0
"bc77033_098_thumb.jpg","1977",1250,1250,1,64,0.046549,0.000262
"bc77034_117_thumb.jpg","1977",1250,1250,1,0,0.002011,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,4,0.023292,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,8,0.025677,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,12,0.026323,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,16,0.026691,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,20,0.026948,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,24,0.027167,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,32,0.027933,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,48,0.030476,0
"bc77034_117_thumb.jpg","1977",1250,1250,1,64,0.041514,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,0,0.003459,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,4,0.0253,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,8,0.028036,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,12,0.028892,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,16,0.029528,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,20,0.030199,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,24,0.030917,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,32,0.033036,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,48,0.039072,0
"bc77034_167_thumb.jpg","1977",1250,1250,1,64,0.053986,0.000353
"bc77034_168_thumb.jpg","1977",1250,1250,1,0,0.002504,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,4,0.02305,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,8,0.025944,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,12,0.027285,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,16,0.028362,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,20,0.029679,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,24,0.030695,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,32,0.033542,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,48,0.043859,0
"bc77034_168_thumb.jpg","1977",1250,1250,1,64,0.057888,1.6e-05
"bc77034_169_thumb.jpg","1977",1250,1250,1,0,0.003779,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,4,0.025327,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,8,0.028213,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,12,0.02929,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,16,0.030222,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,20,0.031194,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,24,0.032712,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,32,0.035798,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,48,0.045652,0
"bc77034_169_thumb.jpg","1977",1250,1250,1,64,0.070148,0.001528
"bc77034_170_thumb.jpg","1977",1250,1250,1,0,0.003416,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,4,0.024965,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,8,0.028109,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,12,0.030004,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,16,0.031771,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,20,0.033343,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,24,0.03493,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,32,0.040188,0
"bc77034_170_thumb.jpg","1977",1250,1250,1,48,0.053151,1e-06
"bc77034_170_thumb.jpg","1977",1250,1250,1,64,0.083419,0.004547
"bc77034_171_thumb.jpg","1977",1250,1250,1,0,0.00357,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,4,0.024983,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,8,0.027893,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,12,0.029043,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,16,0.030602,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,20,0.031617,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,24,0.033092,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,32,0.037356,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,48,0.053398,0
"bc77034_171_thumb.jpg","1977",1250,1250,1,64,0.084378,0.00221
"bc77034_172_thumb.jpg","1977",1250,1250,1,0,0.003997,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,4,0.025351,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,8,0.028079,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,12,0.029158,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,16,0.029977,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,20,0.031151,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,24,0.033754,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,32,0.03941,0
"bc77034_172_thumb.jpg","1977",1250,1250,1,48,0.057227,0.000105
"bc77034_172_thumb.jpg","1977",1250,1250,1,64,0.085968,0.003892
"bc77034_173_thumb.jpg","1977",1250,1250,1,0,0.002542,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,4,0.02313,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,8,0.025811,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,12,0.02708,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,16,0.028104,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,20,0.029412,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,24,0.03087,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,32,0.034914,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,48,0.043345,0
"bc77034_173_thumb.jpg","1977",1250,1250,1,64,0.061409,7.4e-05
"bc77034_174_thumb.jpg","1977",1250,1250,1,0,0.002762,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,4,0.023516,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,8,0.026252,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,12,0.027213,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,16,0.027855,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,20,0.02844,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,24,0.029095,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,32,0.030796,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,48,0.03919,0
"bc77034_174_thumb.jpg","1977",1250,1250,1,64,0.054399,0.000464
"bc77108_070_thumb.jpg","1977",1250,1250,1,0,0.000193,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,4,0.054369,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,8,0.05736,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,12,0.058744,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,16,0.05958,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,20,0.060336,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,24,0.061219,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,32,0.063285,0
"bc77108_070_thumb.jpg","1977",1250,1250,1,48,0.070112,5.5e-05
"bc77108_070_thumb.jpg","1977",1250,1250,1,64,0.089859,0.001948
"bc77108_071_thumb.jpg","1977",1250,1250,1,0,0.000248,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,4,0.054555,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,8,0.057592,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,12,0.05863,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,16,0.05935,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,20,0.059853,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,24,0.060438,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,32,0.062307,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,48,0.069214,0
"bc77108_071_thumb.jpg","1977",1250,1250,1,64,0.086206,0.00296
"bc77108_072_thumb.jpg","1977",1250,1250,1,0,0.000223,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,4,0.055144,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,8,0.0581,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,12,0.059464,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,16,0.060276,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,20,0.060868,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,24,0.061672,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,32,0.063087,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,48,0.068516,0
"bc77108_072_thumb.jpg","1977",1250,1250,1,64,0.08346,0.00049
"bc78107_217_thumb.jpg","1978",1250,1249,1,0,0.003675,0
"bc78107_217_thumb.jpg","1978",1250,1249,1,4,0.024657,0
"bc78107_217_thumb.jpg","1978",1250,1249,1,8,0.040193,4.1e-05
"bc78107_217_thumb.jpg","1978",1250,1249,1,12,0.055942,0.001164
"bc78107_217_thumb.jpg","1978",1250,1249,1,16,0.067294,0.00317
"bc78107_217_thumb.jpg","1978",1250,1249,1,20,0.078576,0.005456
"bc78107_217_thumb.jpg","1978",1250,1249,1,24,0.090697,0.00904
"bc78107_217_thumb.jpg","1978",1250,1249,1,32,0.116293,0.019813
"bc78107_217_thumb.jpg","1978",1250,1249,1,48,0.176009,0.062378
"bc78107_217_thumb.jpg","1978",1250,1249,1,64,0.26417,0.143763
"bc78107_218_thumb.jpg","1978",1250,1250,1,0,0.004432,0
"bc78107_218_thumb.jpg","1978",1250,1250,1,4,0.025203,0
"bc78107_218_thumb.jpg","1978",1250,1250,1,8,0.045955,0
"bc78107_218_thumb.jpg","1978",1250,1250,1,12,0.05682,0.001416
"bc78107_218_thumb.jpg","1978",1250,1250,1,16,0.070734,0.004063
"bc78107_218_thumb.jpg","1978",1250,1250,1,20,0.08397,0.006409
"bc78107_218_thumb.jpg","1978",1250,1250,1,24,0.09378,0.007656
"bc78107_218_thumb.jpg","1978",1250,1250,1,32,0.118157,0.012723
"bc78107_218_thumb.jpg","1978",1250,1250,1,48,0.159652,0.026317
"bc78107_218_thumb.jpg","1978",1250,1250,1,64,0.240372,0.077284
"bc78107_219_thumb.jpg","1978",1250,1250,1,0,0.005955,0
"bc78107_219_thumb.jpg","1978",1250,1250,1,4,0.027848,0
"bc78107_219_thumb.jpg","1978",1250,1250,1,8,0.040767,0.00015
"bc78107_219_thumb.jpg","1978",1250,1250,1,12,0.050278,0.000398
"bc78107_219_thumb.jpg","1978",1250,1250,1,16,0.06367,0.001008
"bc78107_219_thumb.jpg","1978",1250,1250,1,20,0.077806,0.003426
"bc78107_219_thumb.jpg","1978",1250,1250,1,24,0.094755,0.006589
"bc78107_219_thumb.jpg","1978",1250,1250,1,32,0.125397,0.014816
"bc78107_219_thumb.jpg","1978",1250,1250,1,48,0.196248,0.055856
"bc78107_219_thumb.jpg","1978",1250,1250,1,64,0.278342,0.119507
"bc78107_220_thumb.jpg","1978",1250,1250,1,0,0.004212,0
"bc78107_220_thumb.jpg","1978",1250,1250,1,4,0.027084,0
"bc78107_220_thumb.jpg","1978",1250,1250,1,8,0.037562,0
"bc78107_220_thumb.jpg","1978",1250,1250,1,12,0.051514,0
"bc78107_220_thumb.jpg","1978",1250,1250,1,16,0.060828,5.6e-05
"bc78107_220_thumb.jpg","1978",1250,1250,1,20,0.073962,0.001008
"bc78107_220_thumb.jpg","1978",1250,1250,1,24,0.087496,0.003059
"bc78107_220_thumb.jpg","1978",1250,1250,1,32,0.112722,0.008388
"bc78107_220_thumb.jpg","1978",1250,1250,1,48,0.187558,0.058666
"bc78107_220_thumb.jpg","1978",1250,1250,1,64,0.282348,0.130834
"bc78107_221_thumb.jpg","1978",1250,1249,1,0,0.005465,0
"bc78107_221_thumb.jpg","1978",1250,1249,1,4,0.026082,0
"bc78107_221_thumb.jpg","1978",1250,1249,1,8,0.038394,0
"bc78107_221_thumb.jpg","1978",1250,1249,1,12,0.051596,0.004196
"bc78107_221_thumb.jpg","1978",1250,1249,1,16,0.063818,0.007975
"bc78107_221_thumb.jpg","1978",1250,1249,1,20,0.074317,0.010537
"bc78107_221_thumb.jpg","1978",1250,1249,1,24,0.087036,0.014794
"bc78107_221_thumb.jpg","1978",1250,1249,1,32,0.110589,0.022138
"bc78107_221_thumb.jpg","1978",1250,1249,1,48,0.171218,0.051042
"bc78107_221_thumb.jpg","1978",1250,1249,1,64,0.240322,0.103521
"bc78142_021_thumb.jpg","1978",1250,1250,1,0,0.000538,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,4,0.031956,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,8,0.034547,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,12,0.035176,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,16,0.035484,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,20,0.035649,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,24,0.035793,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,32,0.036104,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,48,0.036756,0
"bc78142_021_thumb.jpg","1978",1250,1250,1,64,0.038323,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,0,0.000516,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,4,0.033158,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,8,0.035828,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,12,0.036385,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,16,0.036667,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,20,0.036855,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,24,0.037017,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,32,0.037412,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,48,0.038753,0
"bc78142_022_thumb.jpg","1978",1250,1250,1,64,0.041495,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,0,0.000437,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,4,0.034445,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,8,0.036698,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,12,0.037261,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,16,0.037516,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,20,0.037683,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,24,0.037848,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,32,0.03815,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,48,0.038726,0
"bc78142_023_thumb.jpg","1978",1250,1250,1,64,0.040044,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,0,0.000941,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,4,0.030162,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,8,0.033181,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,12,0.034255,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,16,0.036607,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,20,0.037693,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,24,0.040566,0
"bc78142_066_thumb.jpg","1978",1250,1250,1,32,0.044772,0.000146
"bc78142_066_thumb.jpg","1978",1250,1250,1,48,0.051971,0.00132
"bc78142_066_thumb.jpg","1978",1250,1250,1,64,0.063328,0.004401
"bc78142_067_thumb.jpg","1978",1250,1250,1,0,0.000775,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,4,0.02984,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,8,0.032642,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,12,0.033565,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,16,0.034173,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,20,0.034694,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,24,0.035197,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,32,0.036269,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,48,0.041185,0
"bc78142_067_thumb.jpg","1978",1250,1250,1,64,0.053627,3e-06
"bc78142_068_thumb.jpg","1978",1250,1250,1,0,0.000899,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,4,0.030385,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,8,0.033294,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,12,0.034008,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,16,0.034344,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,20,0.034607,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,24,0.034864,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,32,0.036013,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,48,0.038108,0
"bc78142_068_thumb.jpg","1978",1250,1250,1,64,0.048321,4.1e-05
"bc78142_070_thumb.jpg","1978",1250,1250,1,0,0.001365,0
"bc78142_070_thumb.jpg","1978",1250,1250,1,4,0.030332,0
"bc78142_070_thumb.jpg","1978",1250,1250,1,8,0.036041,0
"bc78142_070_thumb.jpg","1978",1250,1250,1,12,0.040005,0
"bc78142_070_thumb.jpg","1978",1250,1250,1,16,0.043677,0.000267
"bc78142_070_thumb.jpg","1978",1250,1250,1,20,0.046618,0.000465
"bc78142_070_thumb.jpg","1978",1250,1250,1,24,0.049976,0.000587
"bc78142_070_thumb.jpg","1978",1250,1250,1,32,0.054065,0.000937
"bc78142_070_thumb.jpg","1978",1250,1250,1,48,0.068924,0.004883
"bc78142_070_thumb.jpg","1978",1250,1250,1,64,0.092164,0.011635
"bc78142_071_thumb.jpg","1978",1250,1250,1,0,0.001473,0
"bc78142_071_thumb.jpg","1978",1250,1250,1,4,0.031113,0
"bc78142_071_thumb.jpg","1978",1250,1250,1,8,0.039357,0
"bc78142_071_thumb.jpg","1978",1250,1250,1,12,0.042208,0
"bc78142_071_thumb.jpg","1978",1250,1250,1,16,0.047084,0
"bc78142_071_thumb.jpg","1978",1250,1250,1,20,0.051023,1.3e-05
"bc78142_071_thumb.jpg","1978",1250,1250,1,24,0.053853,3.7e-05
"bc78142_071_thumb.jpg","1978",1250,1250,1,32,0.059984,9.8e-05
"bc78142_071_thumb.jpg","1978",1250,1250,1,48,0.077957,0.00564
"bc78142_071_thumb.jpg","1978",1250,1250,1,64,0.10781,0.01643
"bc78142_072_thumb.jpg","1978",1250,1250,1,0,0.001304,0
"bc78142_072_thumb.jpg","1978",1250,1250,1,4,0.031674,0
"bc78142_072_thumb.jpg","1978",1250,1250,1,8,0.042502,0
"bc78142_072_thumb.jpg","1978",1250,1250,1,12,0.048567,0
"bc78142_072_thumb.jpg","1978",1250,1250,1,16,0.053331,0
"bc78142_072_thumb.jpg","1978",1250,1250,1,20,0.056844,9.8e-05
"bc78142_072_thumb.jpg","1978",1250,1250,1,24,0.060936,0.000202
"bc78142_072_thumb.jpg","1978",1250,1250,1,32,0.074358,0.003191
"bc78142_072_thumb.jpg","1978",1250,1250,1,48,0.104777,0.012579
"bc78142_072_thumb.jpg","1978",1250,1250,1,64,0.143629,0.031077
"bc78153_001_thumb.jpg","1978",1250,1250,1,0,0.000479,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,4,0.040674,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,8,0.043346,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,12,0.04406,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,16,0.044408,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,20,0.044743,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,24,0.04518,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,32,0.046469,0
"bc78153_001_thumb.jpg","1978",1250,1250,1,48,0.059421,0.001236
"bc78153_001_thumb.jpg","1978",1250,1250,1,64,0.076212,0.002431
"bc78153_002_thumb.jpg","1978",1250,1250,1,0,0.000195,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,4,0.04049,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,8,0.043496,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,12,0.044348,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,16,0.044694,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,20,0.044993,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,24,0.045403,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,32,0.046566,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,48,0.050463,0
"bc78153_002_thumb.jpg","1978",1250,1250,1,64,0.098902,0.035726
"bc78153_003_thumb.jpg","1978",1250,1250,1,0,0.000263,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,4,0.040138,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,8,0.042971,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,12,0.043923,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,16,0.044321,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,20,0.044604,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,24,0.044957,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,32,0.046285,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,48,0.051213,0
"bc78153_003_thumb.jpg","1978",1250,1250,1,64,0.062798,0.000415
"bc78153_004_thumb.jpg","1978",1250,1250,1,0,0.000171,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,4,0.039311,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,8,0.042252,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,12,0.043116,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,16,0.043708,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,20,0.044569,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,24,0.045447,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,32,0.047829,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,48,0.05145,0
"bc78153_004_thumb.jpg","1978",1250,1250,1,64,0.065883,0.002255
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,0,0.003393,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,4,0.018027,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,8,0.020198,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,12,0.021682,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,16,0.022864,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,20,0.024566,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,24,0.029206,0
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,32,0.041155,0.000402
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,48,0.066348,0.005743
"bc79058_113_12n_thumb.jpg","1979",1250,1250,1,64,0.091862,0.016583
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,0,0.00162,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,4,0.017281,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,8,0.019167,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,12,0.019953,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,16,0.022448,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,20,0.023924,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,24,0.025775,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,32,0.028378,0
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,48,0.044466,0.000361
"bc79058_114_12n_thumb.jpg","1979",1250,1250,1,64,0.069348,0.005289
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,0,0.002077,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,4,0.018849,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,8,0.020903,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,12,0.021779,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,16,0.022312,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,20,0.022765,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,24,0.023453,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,32,0.026383,0
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,48,0.039868,4.4e-05
"bc79058_194_12n_thumb.jpg","1979",1250,1250,1,64,0.064616,0.004095
"bc80055_259_thumb.jpg","1980",1250,1250,1,0,0,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,4,0,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,8,0,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,12,0,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,16,0,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,20,4e-06,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,24,1.7e-05,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,32,0.008777,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,48,0.013834,0
"bc80055_259_thumb.jpg","1980",1250,1250,1,64,0.017178,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,0,0,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,4,0,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,8,0,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,12,0,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,16,0,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,20,2e-06,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,24,6.3e-05,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,32,0.008877,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,48,0.013825,0
"bc80055_260_thumb.jpg","1980",1250,1250,1,64,0.022792,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,0,0.001446,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,4,0.002285,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,8,0.002354,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,12,0.002364,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,16,0.002373,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,20,0.002381,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,24,0.002408,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,32,0.010746,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,48,0.015583,0
"bc80055_261_thumb.jpg","1980",1250,1250,1,64,0.019914,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,0,0,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,4,0,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,8,0,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,12,0,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,16,0,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,20,0,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,24,2.1e-05,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,32,0.008088,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,48,0.014119,0
"bc80055_262_thumb.jpg","1980",1250,1250,1,64,0.016798,0
"bc80055_282_thumb.jpg","1980",1250,1250,1,0,0,0
"bc80055_282_thumb.jpg","1980",1250,1250,1,4,0,0
"bc80055_282_thumb.jpg","1980",1250,1250,1,8,0,0
"bc80055_282_thumb.jpg","1980",1250,1250,1,12,0,0
"bc80055_282_thumb.jpg","1980",1250,1250,1,16,0,0
