airp_id,arm,run_id,stratum,holdout,scale_n,focal_length,flying_height,relief_coarse,bearing,ref_ok,ref_agl,ref_area,ref_elev,ref_sd,ref_range,ref_grad,ref_n,nominal_area
1416423,native,s3_10,scale_coarse/relief_q3,TRUE,40000,153,7010,215.51,0.23,TRUE,5966.07,79459714,1043.93,279.904,1008.76,0.071116,83934,83612736
1432239,native,s10_1,scale_mid/relief_q2,FALSE,16000,305,5791,102.53,85.89,TRUE,4847.78,13201975,943.218,49.433,228.81,0.0112279,14228,13378038
1443171,native,s3_3,scale_coarse/relief_q3,FALSE,31680,153,5791,155.41,357.14,TRUE,4658.37,48443743,1132.664,120.106,784.87,0.0339021,53077,52447259
1453752,native,s9_9,scale_mid/relief_q1,FALSE,16000,305,6096,66.04,268.64,TRUE,4858.24,13258982,1237.763,24.158,115.72,0.0195779,14444,13378038
1463397,native,s12_10,scale_mid/relief_q4,TRUE,15840,305,6096,280.82,85.79,TRUE,4497.88,11364981,1598.991,171.832,819.65,0.111113,12380,13111815
1465472,native,s1_5,scale_coarse/relief_q1,FALSE,31680,153,5547,56.77,177.75,TRUE,4677.01,48832203,869.989,63.74,261.95,0.022676,52055,52447259
1470676,native,s4_3,scale_coarse/relief_q4,TRUE,31860,153,6096,230.15,3.36,TRUE,4909.33,53803845,1186.594,422.504,1684.88,0.0762116,57156,53044944
1487031,native,s11_6,scale_mid/relief_q3,FALSE,16000,305,5852,163.08,91.56,TRUE,4328.24,10523869,1524.657,191.827,814.77,0.153185,11325,13378038
1490135,native,s4_1,scale_coarse/relief_q4,FALSE,32000,153,5791,345.5,101.91,TRUE,5448.73,66276647,339.227,369.922,1526.14,0.0123701,71096,53512151
1500056,native,s3_2,scale_coarse/relief_q3,FALSE,31680,153,6096,206.69,85.86,TRUE,4942.8,54540151,1153.18,292.901,1417.16,0.0690177,58012,52447259
1500204,native,s4_9,scale_coarse/relief_q4,TRUE,31680,153,4877,275.7,236.82,TRUE,4538.24,45977318,338.687,358.031,1285.55,0.145154,50935,52447259
1501174,native,s4_2,scale_coarse/relief_q4,FALSE,31680,153,6096,236.17,115.6,TRUE,4788.89,51196429,1308.134,299.378,1624.88,0.0194733,56504,52447259
1525744,native,s12_3,scale_mid/relief_q4,FALSE,20000,305,8230,380.23,265.16,TRUE,6925,26939660,1304.939,331.023,1347.34,0.210255,29355,20903184
1552406,native,s12_6,scale_mid/relief_q4,FALSE,30000,153,7165,239.43,262.39,TRUE,5038.25,56666873,2125.656,367.092,1401.09,0.112847,62191,47032164
1567493,native,s8_1,scale_fine/relief_q4,FALSE,15000,305,6129,281.99,167.37,TRUE,4922.88,13614194,1204.704,376.111,1510.6,0.279353,15008,11758041
1574186,native,s10_10,scale_mid/relief_q2,FALSE,20000,305,7468,99.78,268.54,TRUE,6319.07,22431511,1148.928,71.767,375.56,0.0418234,23953,20903184
1578157,native,s9_10,scale_mid/relief_q1,TRUE,20000,305,7315,21.34,269.44,TRUE,6181.97,21468756,1133.028,10.695,59.43,0.00654268,23295,20903184
1580410,native,s12_5,scale_mid/relief_q4,FALSE,20000,305,8839,373.41,263.4,TRUE,7038.84,27832704,1799.311,433.851,1962.47,0.183178,30528,20903184
1583013,native,s11_9,scale_mid/relief_q3,FALSE,20000,305,7468,172.94,270.89,TRUE,6402.6,23028517,1065.37,88.819,396.92,0.0560214,24574,20903184
1583734,native,s12_7,scale_mid/relief_q4,TRUE,20000,305,7620,237.67,90.75,TRUE,6937.31,27035574,682.689,192.008,759.43,0.12395,28907,20903184
1593328,native,s11_2,scale_mid/relief_q3,TRUE,20000,153,3987,159.69,85.19,TRUE,3296.51,24259295,690.215,164.217,667.6,0.0854043,26706,20903184
1603183,native,s9_2,scale_mid/relief_q1,FALSE,20000,153,4267,58.76,271.05,TRUE,3308.74,24439682,958.205,64.645,302.96,0.0338704,26250,20903184
1616204,native,s9_1,scale_mid/relief_q1,TRUE,20000,153,3120,37.84,94.85,TRUE,3008.08,20199896,111.919,15.867,94.82,0.00978321,21702,20903184
1617383,native,s10_9,scale_mid/relief_q2,TRUE,20000,153,3463,117.18,95.59,TRUE,3342.13,24935336,120.19,131.515,622.76,0.00484159,26866,20903184
1630868,native,s10_6,scale_mid/relief_q2,TRUE,30000,153,6126,106.66,NA,TRUE,5244.04,61390453,881.774,100.113,696.43,0.0219134,67967,47032164
