airp_id,arm,mech,dir,cut_u,share_removed,dem_coverage,footprint_terrain,height_source,height_agl,area,covered_n,covered_mean,covered_sd,covered_range,covered_grad,covered_planar,lost_elev
225851,native,na_mask,SW,0.22,0.218746,0.661184,dem_agl,reported,5536.624,17220384,12424,710.724,296.514,1085.06,0.233805,760.841,688.611
225851,native,na_mask,SW,0.35,0.485753,0.441178,dem_agl,reported,5593.37,17575183,8454,653.742,236.176,962.41,0.234031,837.034,769.28
225851,native,na_mask,SW,0.5,0.750155,0.23446,dem_agl,reported,5704.994,18283658,4696,542.829,142.624,652.29,0.163714,767.14,786.776
225851,native,na_mask,SW,0.65,0.933819,0.089809,dem_agl,reported,5777.388,18750629,1851,470.154,49.606,263.53,0.0911808,317.754,748.16
225851,native,na_mask,SW,0.8,1,0,no_dem_coverage,NA,NA,11758041,0,NA,NA,NA,NA,NA,728.581
225851,native,na_mask,SW,0.92,1,0,no_dem_coverage,NA,NA,11758041,0,NA,NA,NA,NA,NA,728.581
225851,native,na_mask,W,0.05,0.005652,0.918879,dem_agl,reported,5527.09,17161128,17297,720.689,307.21,1281.65,0.21113,728.113,1014.854
225851,native,na_mask,W,0.12,0.032555,0.876275,dem_agl,reported,5536.024,17216653,16537,711.634,309.429,1281.65,0.22153,737.289,881.877
225851,native,na_mask,W,0.22,0.10942,0.791303,dem_agl,reported,5568.374,17418451,15052,678.984,284.666,1088.73,0.220615,742.881,902.102
225851,native,na_mask,W,0.35,0.276051,0.638896,dem_agl,reported,5642.094,17882715,12490,605.393,219.07,967.41,0.187746,718.808,986.013
225851,native,na_mask,W,0.5,0.499981,0.464964,dem_agl,reported,5726.266,18420262,9384,521.702,136.27,658.41,0.112855,630.646,924.24
225851,native,na_mask,W,0.65,0.723911,0.29246,dem_agl,reported,5789.755,18830990,6048,458.229,58.366,284.21,0.0316688,422.198,832.095
225851,native,na_mask,W,0.8,0.909557,0.13765,dem_agl,reported,5781.903,18779949,2832,465.624,63.061,284.21,0.169738,168.026,755.519
225851,native,na_mask,W,0.92,0.985529,0.044103,dem_agl,reported,5714.049,18341746,876,533.721,59.075,278.35,0.36393,-234.126,731.635
243992,native,extent_crop,E,0.05,0.00569,0.978957,dem_agl,reported,3253.691,5947102,6227,1014.296,46.952,207.6,0.0428658,1013.495,1075.677
243992,native,extent_crop,E,0.12,0.032775,0.944444,dem_agl,reported,3254.61,5950461,6011,1013.378,47.284,207.6,0.0524473,1009.984,1051.915
243992,native,extent_crop,E,0.22,0.110162,0.86228,dem_agl,reported,3253.147,5945113,5485,1014.807,48.402,204.27,0.0657235,1004.361,1017.044
243992,native,extent_crop,E,0.35,0.277495,0.700552,dem_agl,reported,3244.607,5913940,4433,1023.338,48.704,199.93,0.0760949,999.877,992.405
243992,native,extent_crop,E,0.5,0.500014,0.493695,dem_agl,reported,3227.853,5853023,3089,1040.162,45.857,182.27,0.0718256,1010.334,987.269
243992,native,extent_crop,E,0.65,0.722532,0.282296,dem_agl,reported,3208.595,5783391,1746,1059.405,41.008,164.26,0.0540244,1045.001,995.198
243992,native,extent_crop,E,0.8,0.908967,0.099902,dem_agl,reported,3189.155,5713525,612,1078.865,22.352,98.94,0.101513,1190.71,1006.213
243992,native,extent_crop,E,0.92,0.985435,0.020998,dem_agl,reported,3214.831,5805894,132,1053.34,11.263,38.15,0.135313,1203.727,1012.132
243992,native,extent_crop,N,0.05,0.005669,0.98005,dem_agl,reported,3252.611,5943153,6229,1015.372,47.227,207.6,0.0381522,1015.296,980.473
243992,native,extent_crop,N,0.12,0.032652,0.947352,dem_agl,reported,3251.659,5939676,6020,1016.297,47.69,207.6,0.0382141,1016.111,982.689
243992,native,extent_crop,N,0.22,0.109746,0.867443,dem_agl,reported,3248.918,5929668,5502,1019.02,48.695,207.6,0.0393482,1019.148,982.558
243992,native,extent_crop,N,0.35,0.276695,0.706541,dem_agl,reported,3247.752,5925412,4477,1020.199,51.63,207.6,0.0484468,1017.417,998.672
243992,native,extent_crop,N,0.5,0.500001,0.497634,dem_agl,reported,3247.081,5922962,3153,1020.907,54.387,206.27,0.0746842,996.35,1006.051
243992,native,extent_crop,N,0.65,0.72331,0.287456,dem_agl,reported,3239.994,5897136,1813,1027.991,58.625,206.27,0.104798,980.807,1007.581
243992,native,extent_crop,N,0.8,0.909303,0.106517,dem_agl,reported,3242.499,5906260,669,1025.36,48.052,206.27,0.149579,961.078,1012.012
243992,native,extent_crop,N,0.92,0.985489,0.023303,dem_agl,reported,3250.472,5935341,148,1017.528,18.424,93.52,0.123477,929.32,1012.675
243992,native,extent_crop,NE,0.05,0.011359,0.967808,dem_agl,reported,3253.309,5945706,6155,1014.661,47.068,207.6,0.042755,1013.802,1031.628
243992,native,extent_crop,NE,0.12,0.065427,0.900597,dem_agl,reported,3253.288,5945629,5729,1014.671,47.941,207.6,0.0525256,1010.834,1018.418
243992,native,extent_crop,NE,0.22,0.219908,0.740082,dem_agl,reported,3248.426,5927872,4694,1019.509,50.359,204.27,0.0698639,1004.511,1000.148
243992,native,extent_crop,NE,0.35,0.487525,0.491894,dem_agl,reported,3233.078,5871988,3091,1034.889,51.486,199.93,0.0921634,989.039,993.229
243992,native,extent_crop,NE,0.5,0.750665,0.247162,dem_agl,reported,3202.401,5761084,1522,1065.588,35.06,174.25,0.0977983,991.119,995.786
243992,native,extent_crop,NE,0.65,0.933346,0.070979,dem_agl,reported,3172.137,5652711,430,1095.76,20.295,92.88,0.0757241,1061.813,1006.841
243992,native,extent_crop,NE,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,NE,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,NW,0.05,0.011358,0.968902,dem_agl,reported,3252.984,5944519,6159,1015.006,47.358,207.6,0.0390518,1015.594,1014.291
243992,native,extent_crop,NW,0.12,0.065423,0.90358,dem_agl,reported,3253.893,5947841,5750,1014.105,47.576,207.6,0.0390316,1016.38,1022.825
243992,native,extent_crop,NW,0.22,0.219894,0.743228,dem_agl,reported,3258.746,5965595,4744,1009.251,44.527,206.27,0.0308235,1014.695,1031.374
243992,native,extent_crop,NW,0.35,0.486269,0.493163,dem_agl,reported,3271.359,6011866,3173,996.649,39.916,173.27,0.0219496,1001.086,1031.5
243992,native,extent_crop,NW,0.5,0.749337,0.250115,dem_agl,reported,3291.069,6084527,1629,976.931,26.971,130.92,0.0269499,964.824,1025.348
243992,native,extent_crop,NW,0.65,0.932092,0.07839,dem_agl,reported,3303.76,6131542,514,964.24,22.273,102.9,0.0440338,932.816,1016.397
243992,native,extent_crop,NW,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,NW,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,S,0.05,0.005669,0.979582,dem_agl,reported,3253.046,5944745,6228,1014.932,47.333,207.6,0.0382263,1014.977,1021.523
243992,native,extent_crop,S,0.12,0.032651,0.946128,dem_agl,reported,3253.285,5945618,6017,1014.704,47.769,207.6,0.0378747,1015.077,1016.317
243992,native,extent_crop,S,0.22,0.109743,0.864678,dem_agl,reported,3254.535,5950189,5504,1013.439,46.057,199.93,0.0344483,1015.065,1020.501
243992,native,extent_crop,S,0.35,0.27669,0.70299,dem_agl,reported,3258.297,5963950,4485,1009.685,40.327,198.3,0.0253369,1014.956,1026.126
243992,native,extent_crop,S,0.5,0.499999,0.494368,dem_agl,reported,3258.887,5966113,3153,1009.067,37.545,198.3,0.0342361,1028.667,1019.39
243992,native,extent_crop,S,0.65,0.723305,0.285514,dem_agl,reported,3266.213,5992965,1830,1001.782,29.27,152.16,0.0528828,1045.901,1018.068
243992,native,extent_crop,S,0.8,0.909301,0.106934,dem_agl,reported,3282.013,6051086,691,985.893,13.925,61.31,0.0224586,975.911,1015.823
243992,native,extent_crop,S,0.92,0.985488,0.023732,dem_agl,reported,3284.095,6058767,152,983.662,8.361,44.32,0.0413225,1041.532,1013.182
243992,native,extent_crop,SE,0.05,0.011359,0.967337,dem_agl,reported,3253.752,5947326,6153,1014.235,47.175,207.6,0.042823,1013.497,1050.621
243992,native,extent_crop,SE,0.12,0.065426,0.899404,dem_agl,reported,3254.997,5951876,5725,1013,47.974,207.6,0.0520063,1009.881,1034.543
243992,native,extent_crop,SE,0.22,0.219903,0.737445,dem_agl,reported,3255.199,5952615,4695,1012.782,47.503,199.93,0.0612839,1003.444,1018.747
243992,native,extent_crop,SE,0.35,0.486276,0.488945,dem_agl,reported,3256.418,5957076,3116,1011.568,43.073,198.3,0.0690308,992.745,1015.593
243992,native,extent_crop,SE,0.5,0.749349,0.245757,dem_agl,reported,3253.06,5944795,1561,1014.906,41.193,182.27,0.0969388,991.821,1012.623
243992,native,extent_crop,SE,0.65,0.932106,0.0734,dem_agl,reported,3256.436,5957139,467,1011.639,36.372,146.68,0.12834,996.92,1012.921
243992,native,extent_crop,SE,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,SE,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,SW,0.05,0.011358,0.968436,dem_agl,reported,3253.412,5946083,6158,1014.553,47.453,207.6,0.0390702,1015.261,1036.617
243992,native,extent_crop,SW,0.12,0.065423,0.902259,dem_agl,reported,3255.615,5954137,5747,1012.404,47.572,207.6,0.0383706,1015.227,1039.726
243992,native,extent_crop,SW,0.22,0.219892,0.740637,dem_agl,reported,3265.303,5989627,4745,1002.693,39.513,193.76,0.0193807,1007.339,1050.314
243992,native,extent_crop,SW,0.35,0.487503,0.489847,dem_agl,reported,3274.076,6021856,3157,993.89,28.598,158.6,0.0296932,978.945,1035.335
243992,native,extent_crop,SW,0.5,0.75065,0.247508,dem_agl,reported,3264.686,5987364,1587,1003.293,32.36,158.6,0.0760055,943.048,1017.299
243992,native,extent_crop,SW,0.65,0.933335,0.074121,dem_agl,reported,3250.545,5935608,469,1017.357,32.603,130.52,0.12015,895.497,1012.779
243992,native,extent_crop,SW,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,SW,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,extent_crop,W,0.05,0.00569,0.980057,dem_agl,reported,3253.355,5945874,6232,1014.611,47.229,207.6,0.0391062,1015.24,1054.613
243992,native,extent_crop,W,0.12,0.032772,0.947426,dem_agl,reported,3255.187,5952572,6034,1012.818,46.905,207.6,0.0387934,1015.12,1064.345
243992,native,extent_crop,W,0.22,0.110149,0.866854,dem_agl,reported,3262.06,5977736,5542,1005.953,42.328,206.27,0.0278363,1010.05,1080.923
243992,native,extent_crop,W,0.35,0.277468,0.70463,dem_agl,reported,3270.792,6009781,4533,997.209,36.22,173.27,0.00613503,998.314,1059.369
243992,native,extent_crop,W,0.5,0.499986,0.497758,dem_agl,reported,3277.873,6035830,3213,990.062,32.6,167.91,0.0353265,971.055,1038.616
243992,native,extent_crop,W,0.65,0.722505,0.291143,dem_agl,reported,3273.492,6019708,1874,994.518,35.362,167.91,0.0774617,933.958,1020.709
243992,native,extent_crop,W,0.8,0.908957,0.108266,dem_agl,reported,3246.264,5919982,686,1021.716,36.18,156.76,0.133301,878.884,1011.672
243992,native,extent_crop,W,0.92,0.985433,0.022085,dem_agl,reported,3204.011,5766879,137,1064.213,17.179,77.17,0.130444,892.474,1011.882
243992,native,na_mask,E,0.05,0.00569,0.983354,dem_agl,reported,3253.529,5946510,6255,1014.458,46.94,207.6,0.041727,1013.872,1075.677
243992,native,na_mask,E,0.12,0.032775,0.951664,dem_agl,reported,3254.55,5950244,6057,1013.438,47.167,207.6,0.0510257,1010.532,1051.915
243992,native,na_mask,E,0.22,0.110162,0.87345,dem_agl,reported,3253.512,5946448,5557,1014.449,48.327,207.6,0.0646173,1004.876,1017.044
243992,native,na_mask,E,0.35,0.277495,0.714782,dem_agl,reported,3245.38,5916758,4525,1022.57,48.693,199.93,0.0753901,1000.205,992.405
243992,native,na_mask,E,0.5,0.500014,0.507575,dem_agl,reported,3229.069,5857433,3181,1038.906,46.079,187.41,0.07267,1008.86,987.269
243992,native,na_mask,E,0.65,0.722532,0.296398,dem_agl,reported,3210.133,5788937,1835,1057.867,41.6,164.26,0.0554535,1040.712,995.198
243992,native,na_mask,E,0.8,0.908967,0.109291,dem_agl,reported,3188.73,5712002,669,1079.287,22.776,114.17,0.0938162,1179.228,1006.213
243992,native,na_mask,E,0.92,0.985435,0.025218,dem_agl,reported,3213.062,5799505,158,1055.017,11.613,40.76,0.13091,1204.512,1012.132
243992,native,na_mask,N,0.05,0.005669,0.982407,dem_agl,reported,3252.518,5942816,6244,1015.464,47.248,207.6,0.0375821,1015.463,980.473
243992,native,na_mask,N,0.12,0.032652,0.949709,dem_agl,reported,3251.566,5939335,6035,1016.391,47.709,207.6,0.037642,1016.29,982.689
243992,native,na_mask,N,0.22,0.109746,0.869805,dem_agl,reported,3248.824,5929322,5515,1019.11,48.702,207.6,0.0387652,1019.375,982.558
243992,native,na_mask,N,0.35,0.276695,0.708117,dem_agl,reported,3247.72,5925296,4487,1020.231,51.602,207.6,0.0481294,1017.602,998.672
243992,native,na_mask,N,0.5,0.500001,0.498738,dem_agl,reported,3247.097,5923022,3160,1020.89,54.333,206.27,0.0746566,996.382,1006.051
243992,native,na_mask,N,0.65,0.72331,0.288565,dem_agl,reported,3240.05,5897339,1820,1027.936,58.527,206.27,0.10471,980.941,1007.581
243992,native,na_mask,N,0.8,0.909303,0.107622,dem_agl,reported,3242.622,5906708,676,1025.238,47.844,206.27,0.149312,961.685,1012.012
243992,native,na_mask,N,0.92,0.985489,0.024406,dem_agl,reported,3250.652,5935998,155,1017.348,18.328,93.52,0.117168,942.825,1012.675
243992,native,na_mask,NE,0.05,0.011359,0.9722,dem_agl,reported,3253.162,5945167,6183,1014.824,47.055,207.6,0.0416156,1014.183,1031.628
243992,native,na_mask,NE,0.12,0.065427,0.90782,dem_agl,reported,3253.236,5945440,5775,1014.723,47.814,207.6,0.0510828,1011.421,1018.418
243992,native,na_mask,NE,0.22,0.219908,0.750826,dem_agl,reported,3248.909,5929632,4764,1019.021,50.278,207.6,0.0684589,1005.307,1000.148
243992,native,na_mask,NE,0.35,0.487525,0.502461,dem_agl,reported,3234.222,5876145,3160,1033.717,51.693,199.93,0.0912055,989.682,993.229
243992,native,na_mask,NE,0.5,0.750665,0.254171,dem_agl,reported,3203.948,5766650,1568,1064.027,36.167,183.55,0.0992738,988.208,995.786
243992,native,na_mask,NE,0.65,0.933346,0.074582,dem_agl,reported,3172.543,5654158,451,1095.457,20.068,92.88,0.0739552,1057.543,1006.841
243992,native,na_mask,NE,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,NE,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,NW,0.05,0.011358,0.971258,dem_agl,reported,3252.89,5944174,6173,1015.09,47.375,207.6,0.0384417,1015.743,1014.291
243992,native,na_mask,NW,0.12,0.065423,0.905936,dem_agl,reported,3253.79,5947462,5765,1014.208,47.6,207.6,0.0383659,1016.527,1022.825
243992,native,na_mask,NW,0.22,0.219894,0.745577,dem_agl,reported,3258.605,5965080,4759,1009.392,44.582,206.27,0.0300499,1014.798,1031.374
243992,native,na_mask,NW,0.35,0.486269,0.495183,dem_agl,reported,3271.207,6011307,3184,996.793,39.974,173.27,0.021253,1001.074,1031.5
243992,native,na_mask,NW,0.5,0.749337,0.251497,dem_agl,reported,3290.872,6083797,1638,977.128,27.063,130.92,0.0272923,964.633,1025.348
243992,native,na_mask,NW,0.65,0.932092,0.079305,dem_agl,reported,3303.32,6129908,520,964.68,22.564,102.9,0.0447895,932.551,1016.397
243992,native,na_mask,NW,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,NW,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,S,0.05,0.005669,0.98398,dem_agl,reported,3252.943,5944367,6254,1015.037,47.303,207.6,0.0376451,1015.137,1021.523
243992,native,na_mask,S,0.12,0.032651,0.953353,dem_agl,reported,3253.102,5944949,6063,1014.887,47.788,207.6,0.0374295,1015.271,1016.317
243992,native,na_mask,S,0.22,0.109743,0.875805,dem_agl,reported,3254.261,5949188,5574,1013.713,46.51,199.93,0.0344486,1015.206,1020.501
243992,native,na_mask,S,0.35,0.27669,0.717888,dem_agl,reported,3257.865,5962371,4578,1010.12,40.752,198.3,0.0255009,1015.075,1026.126
243992,native,na_mask,S,0.5,0.499999,0.509463,dem_agl,reported,3258.891,5966126,3250,1009.065,37.761,198.3,0.0312919,1026.456,1019.39
243992,native,na_mask,S,0.65,0.723305,0.300031,dem_agl,reported,3264.708,5987445,1922,1003.281,31.093,161.58,0.0554587,1048.489,1018.068
243992,native,na_mask,S,0.8,0.909301,0.116351,dem_agl,reported,3281.655,6049765,751,986.208,13.991,62.39,0.0179126,981.043,1015.823
243992,native,na_mask,S,0.92,0.985488,0.02821,dem_agl,reported,3283.34,6055983,182,984.473,9.59,44.32,0.0369996,1035.617,1013.182
243992,native,na_mask,SE,0.05,0.011359,0.973775,dem_agl,reported,3253.577,5946684,6194,1014.411,47.121,207.6,0.0416928,1013.875,1050.621
243992,native,na_mask,SE,0.12,0.065426,0.911488,dem_agl,reported,3254.833,5951276,5802,1013.164,47.849,207.6,0.0507164,1010.498,1034.543
243992,native,na_mask,SE,0.22,0.219903,0.755883,dem_agl,reported,3255.281,5952916,4814,1012.7,47.782,199.93,0.0607804,1004.024,1018.747
243992,native,na_mask,SE,0.35,0.486276,0.507528,dem_agl,reported,3256.196,5956264,3233,1011.801,43.272,198.3,0.0676718,994.088,1015.593
243992,native,na_mask,SE,0.5,0.749349,0.259736,dem_agl,reported,3253.63,5946878,1651,1014.345,41.008,187.41,0.0939243,990.122,1012.623
243992,native,na_mask,SE,0.65,0.932106,0.082549,dem_agl,reported,3255.089,5952212,525,1012.981,38.394,156.1,0.131354,997.032,1012.921
243992,native,na_mask,SE,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,SE,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,SW,0.05,0.011358,0.972833,dem_agl,reported,3253.306,5945695,6186,1014.66,47.434,207.6,0.0384758,1015.412,1036.617
243992,native,na_mask,SW,0.12,0.065423,0.909605,dem_agl,reported,3255.391,5953320,5793,1012.614,47.603,207.6,0.0378576,1015.389,1039.726
243992,native,na_mask,SW,0.22,0.219892,0.751366,dem_agl,reported,3264.915,5988205,4812,1003.088,40.215,193.76,0.0196788,1007.692,1050.314
243992,native,na_mask,SW,0.35,0.487503,0.499457,dem_agl,reported,3273.889,6021167,3219,994.078,29.101,161.93,0.029038,979.615,1035.335
243992,native,na_mask,SW,0.5,0.75065,0.255955,dem_agl,reported,3264.926,5988242,1641,1003.043,33.031,161.93,0.0777838,941.236,1017.299
243992,native,na_mask,SW,0.65,0.933335,0.080453,dem_agl,reported,3248.981,5929896,510,1018.955,33.85,133.85,0.118657,899.126,1012.779
243992,native,na_mask,SW,0.8,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,SW,0.92,1,0,no_dem_coverage,NA,NA,5225796,0,NA,NA,NA,NA,NA,1012.736
243992,native,na_mask,W,0.05,0.00569,0.982412,dem_agl,reported,3253.261,5945530,6247,1014.705,47.251,207.6,0.0385054,1015.395,1054.613
243992,native,na_mask,W,0.12,0.032772,0.94978,dem_agl,reported,3255.085,5952200,6048,1012.918,46.936,207.6,0.038159,1015.25,1064.345
243992,native,na_mask,W,0.22,0.110149,0.869355,dem_agl,reported,3261.918,5977216,5557,1006.082,42.393,206.27,0.0271112,1010.104,1080.923
243992,native,na_mask,W,0.35,0.277468,0.707427,dem_agl,reported,3270.582,6009010,4549,997.413,36.391,173.27,0.00551944,998.204,1059.369
243992,native,na_mask,W,0.5,0.499986,0.500541,dem_agl,reported,3277.538,6034598,3230,990.388,32.953,171.23,0.036317,970.686,1038.616
243992,native,na_mask,W,0.65,0.722505,0.29347,dem_agl,reported,3273.024,6017986,1888,995.001,35.819,171.23,0.0783349,933.349,1020.709
243992,native,na_mask,W,0.8,0.908957,0.109531,dem_agl,reported,3245.485,5917141,693,1022.515,36.713,160.08,0.133754,878.332,1011.672
243992,native,na_mask,W,0.92,0.985433,0.023059,dem_agl,reported,3202.944,5763036,143,1065.264,17.571,78.04,0.129635,893.805,1011.882
248413,native,extent_crop,E,0.05,0.005767,0.97859,dem_agl,reported,6549.649,95764746,101585,1377.313,85.025,422.96,0.0191841,1378.121,1275.698
248413,native,extent_crop,E,0.12,0.033216,0.945307,dem_agl,reported,6547.675,95707031,98063,1379.287,85.458,422.96,0.0213872,1383.159,1310.561
248413,native,extent_crop,E,0.22,0.111642,0.860722,dem_agl,reported,6550.447,95788080,89347,1376.488,84.45,422.96,0.0241496,1390.357,1375.351
248413,native,extent_crop,E,0.35,0.280166,0.698444,dem_agl,reported,6566.43,96256106,72854,1360.489,77.56,409.44,0.0256863,1395.317,1417.92
248413,native,extent_crop,E,0.5,0.500052,0.493321,dem_agl,reported,6596.951,97152969,51951,1330.004,60.952,342.38,0.018123,1371.164,1427.313
248413,native,extent_crop,E,0.65,0.719937,0.289993,dem_agl,reported,6607.318,97458564,30648,1319.613,50.973,272.34,0.0169595,1375.954,1402.495
248413,native,extent_crop,E,0.8,0.907775,0.111031,dem_agl,reported,6632.829,98212609,11843,1294.109,52.494,243.42,0.0428413,1484.034,1389.512
248413,native,extent_crop,E,0.92,0.985244,0.026598,dem_agl,reported,6674.414,99447968,2850,1252.478,40.083,160.09,0.056216,1554.545,1383.351
248413,native,extent_crop,N,0.05,0.005747,0.97861,dem_agl,reported,6549.508,95760610,101583,1377.458,84.859,422.96,0.0182688,1376.357,1273.206
248413,native,extent_crop,N,0.12,0.033101,0.945393,dem_agl,reported,6546.501,95672703,98043,1380.469,84.505,422.96,0.0182307,1376.69,1291.819
248413,native,extent_crop,N,0.22,0.111257,0.864006,dem_agl,reported,6540.603,95500408,89432,1386.358,84.519,422.96,0.0178353,1377.723,1306.41
248413,native,extent_crop,N,0.35,0.279489,0.703469,dem_agl,reported,6529.099,95164738,72559,1397.858,85.656,422.96,0.0195666,1389.397,1326.22
248413,native,extent_crop,N,0.5,0.500003,0.497176,dem_agl,reported,6518.12,94844969,51117,1408.83,90.829,422.96,0.0291576,1437.453,1348.687
248413,native,extent_crop,N,0.65,0.720527,0.290402,dem_agl,reported,6528.474,95146527,29962,1398.509,86.739,402.76,0.0326402,1420.258,1373.221
248413,native,extent_crop,N,0.8,0.90806,0.107473,dem_agl,reported,6500.003,94318452,11018,1426.835,63.558,321.45,0.0354982,1468.767,1375.816
248413,native,extent_crop,N,0.92,0.98529,0.023603,dem_agl,reported,6509.26,94587300,2431,1417.64,38.431,175.17,0.0932254,1849.868,1380.631
248413,native,extent_crop,NE,0.05,0.011513,0.966827,dem_agl,reported,6548.317,95725806,100324,1378.651,84.671,422.96,0.0190701,1378.334,1274.452
248413,native,extent_crop,NE,0.12,0.066317,0.900494,dem_agl,reported,6543.008,95570632,93281,1383.976,84.569,422.96,0.0211655,1384.233,1301.191
248413,native,extent_crop,NE,0.22,0.222878,0.736414,dem_agl,reported,6538.527,95439776,76160,1388.424,83.339,422.96,0.0239562,1399.616,1341.28
248413,native,extent_crop,NE,0.35,0.49056,0.487331,dem_agl,reported,6551.607,95821996,50588,1375.301,79.483,408.97,0.0311313,1430.026,1380.322
248413,native,extent_crop,NE,0.5,0.750555,0.24691,dem_agl,reported,6586.346,96840855,25920,1340.554,66.745,341.26,0.0355272,1454.586,1392.414
248413,native,extent_crop,NE,0.65,0.930942,0.077805,dem_agl,reported,6641.468,98468597,8323,1285.286,50.115,215.58,0.0580068,1544.104,1387.549
248413,native,extent_crop,NE,0.8,1,0,no_dem_coverage,NA,NA,83612736,0,NA,NA,NA,NA,NA,1381.284
248413,native,extent_crop,NE,0.92,1,0,no_dem_coverage,NA,NA,83612736,0,NA,NA,NA,NA,NA,1381.284
248413,native,extent_crop,NW,0.05,0.011511,0.966631,dem_agl,reported,6547.686,95707334,100283,1379.289,83.691,413.5,0.0178446,1377.541,1243.762
248413,native,extent_crop,NW,0.12,0.066302,0.900075,dem_agl,reported,6540.442,95495691,93177,1386.547,81.637,413.5,0.0170342,1380.444,1277.934
248413,native,extent_crop,NW,0.22,0.222804,0.739085,dem_agl,reported,6526.37,95085201,76183,1400.625,80.35,366.24,0.0167612,1383.835,1308.21
248413,native,extent_crop,NW,0.35,0.489508,0.492631,dem_agl,reported,6494.273,94152248,50283,1432.725,72.375,347.78,0.0136996,1404.141,1326.137
248413,native,extent_crop,NW,0.5,0.749448,0.250164,dem_agl,reported,6450.771,92895119,25194,1476.209,55.129,271.97,0.0148266,1503.506,1348.41
248413,native,extent_crop,NW,0.65,0.9299,0.076721,dem_agl,reported,6443.481,92685260,7706,1483.502,38.099,204.84,0.0277302,1423.941,1373.67
248413,native,extent_crop,NW,0.8,1,0,no_dem_coverage,NA,NA,83612736,0,NA,NA,NA,NA,NA,1381.284
248413,native,extent_crop,NW,0.92,1,0,no_dem_coverage,NA,NA,83612736,0,NA,NA,NA,NA,NA,1381.284
248413,native,extent_crop,S,0.05,0.005746,0.978095,dem_agl,reported,6551.124,95807884,101577,1375.824,85.598,422.96,0.018966,1377.07,1416.2
248413,native,extent_crop,S,0.12,0.033099,0.943951,dem_agl,reported,6553.839,95887314,98098,1373.099,85.573,423.43,0.0191081,1377.319,1448.106
248413,native,extent_crop,S,0.22,0.111248,0.86095,dem_agl,reported,6557.378,95990880,89559,1369.556,85.573,423.43,0.019823,1380.516,1426.802
248413,native,extent_crop,S,0.35,0.279473,0.69929,dem_agl,reported,6560.113,96070980,72806,1366.81,82.648,408.11,0.0234471,1396.89,1401.899
248413,native,extent_crop,S,0.5,0.499997,0.493236,dem_agl,reported,6583.615,96760573,51734,1343.334,64.069,299.06,0.0196144,1389.007,1413.668
248413,native,extent_crop,S,0.65,0.720511,0.288808,dem_agl,reported,6603.424,97343722,30489,1323.567,55.927,262.34,0.0188743,1386.782,1402.473
248413,native,extent_crop,S,0.8,0.908052,0.109954,dem_agl,reported,6621.348,97872902,11662,1305.64,50.089,228.92,0.0224483,1404.054,1389.075
248413,native,extent_crop,S,0.92,0.985288,0.025407,dem_agl,reported,6651.84,98776402,2748,1274.989,26.346,116.61,0.051129,1505.042,1382.63
248413,native,extent_crop,SE,0.05,0.011513,0.966353,dem_agl,reported,6549.954,95773657,100315,1377.002,85.443,422.96,0.0197724,1379.06,1348.974
248413,native,extent_crop,SE,0.12,0.066314,0.898889,dem_agl,reported,6550.694,95795294,93315,1376.259,85.991,422.96,0.0222796,1384.79,1380.593
248413,native,extent_crop,SE,0.22,0.222842,0.733153,dem_agl,reported,6557.602,95997444,76249,1369.323,85.221,423.43,0.026576,1397.975,1400.995
248413,native,extent_crop,SE,0.35,0.489539,0.485658,dem_agl,reported,6569.078,96333741,50695,1357.862,77.196,394.11,0.0314776,1424.587,1399.661
248413,native,extent_crop,SE,0.5,0.749496,0.246373,dem_agl,reported,6607.443,97462265,26032,1319.55,52.409,293.26,0.01532,1359.5,1400.878
