airp_id,arm,mech,dir,cut_u,share_removed,dem_coverage,footprint_terrain,height_source,height_agl,area,covered_n,covered_mean,covered_sd,covered_range,covered_grad,covered_planar,lost_elev
38998,anisotropic,na_mask,E,0.12,0.03198,1,dem_agl,reported,3167.997,5637962,125,794.003,59.51,230.32,0.0862652,794.003,878.091
38998,anisotropic,na_mask,E,0.35,0.271924,0.850394,dem_agl,reported,3179.665,5679570,108,782.335,54.907,230.32,0.0855875,795.191,852.767
38998,anisotropic,na_mask,E,0.5,0.500014,0.51938,dem_agl,reported,3210.298,5789533,67,751.702,41.035,121.72,0.091796,799.657,838.278
38998,anisotropic,na_mask,E,0.8,0.911175,0.181818,dem_agl,reported,3240.998,5900791,24,721.002,19.203,65.21,0.0658242,775.78,798.146
38998,anisotropic,na_mask,N,0.12,0.03187,0.975806,dem_agl,reported,3165.247,5628181,121,796.753,58.492,230.32,0.0871822,794.532,713.986
38998,anisotropic,na_mask,N,0.35,0.271056,0.758065,dem_agl,reported,3153.716,5587246,94,808.284,57.382,230.32,0.087678,795.19,755.085
38998,anisotropic,na_mask,N,0.5,0.500002,0.524194,dem_agl,reported,3147.199,5564180,65,814.801,56.815,229.86,0.0868617,799.555,774.75
38998,anisotropic,na_mask,N,0.8,0.911475,0.099174,dem_agl,reported,3103.635,5411206,12,858.365,38.799,138.08,0.119292,749.047,787.675
38998,anisotropic,na_mask,S,0.12,0.031869,0.984,dem_agl,reported,3169.67,5643921,123,792.33,58.252,201.69,0.0855597,793.758,863.313
38998,anisotropic,na_mask,S,0.35,0.271049,0.755906,dem_agl,reported,3179.301,5678269,96,782.699,58.14,187.87,0.0867954,796.516,824.104
38998,anisotropic,na_mask,S,0.5,0.499998,0.535433,dem_agl,reported,3186.756,5704930,68,775.244,56.598,187.87,0.0845279,795.696,814.907
38998,anisotropic,na_mask,S,0.8,0.911473,0.145038,dem_agl,reported,3223.168,5836047,19,738.832,31.736,84.48,0.0749874,780.302,800.249
38998,anisotropic,na_mask,W,0.12,0.031977,1,dem_agl,reported,3167.997,5637962,125,794.003,59.51,230.32,0.0862652,794.003,710.036
38998,anisotropic,na_mask,W,0.35,0.271896,0.822581,dem_agl,reported,3151.642,5579902,102,810.358,52.888,229.43,0.0843666,796.32,736.584
38998,anisotropic,na_mask,W,0.5,0.499986,0.653226,dem_agl,reported,3136.293,5525684,81,825.707,45.011,226.57,0.0850691,795.637,754.018
38998,anisotropic,na_mask,W,0.8,0.911166,0.132231,dem_agl,reported,3095.165,5381711,16,866.835,22.423,60.73,0.0949154,792.365,782.03
130022,anisotropic,na_mask,E,0.12,0.03237,0.96211,dem_agl,reported,6459.316,93141385,2004,873.58,147.062,545.23,0.0142819,876.474,1121.303
130022,anisotropic,na_mask,E,0.35,0.274796,0.718942,dem_agl,reported,6495.784,94196052,1518,836.956,128.9,538.14,0.0199432,810.61,1004.714
130022,anisotropic,na_mask,E,0.5,0.500053,0.509211,dem_agl,reported,6492.395,94097788,1072,840.229,140.747,538.14,0.04363,743.911,925.19
130022,anisotropic,na_mask,E,0.8,0.910121,0.108803,dem_agl,reported,6360.052,90300657,222,972.972,196.239,537.67,0.144595,429.541,865.382
130022,anisotropic,na_mask,N,0.12,0.032248,0.961058,dem_agl,reported,6448.564,92831556,1998,884.274,154.24,600.37,0.0185923,885.28,823.67
130022,anisotropic,na_mask,N,0.35,0.273922,0.714354,dem_agl,reported,6449.712,92864623,1485,882.593,171.77,600.37,0.0257514,911.679,882.719
130022,anisotropic,na_mask,N,0.5,0.500007,0.500478,dem_agl,reported,6459.377,93143135,1042,873.46,169.533,603.86,0.0391318,960.826,892.505
130022,anisotropic,na_mask,N,0.8,0.910432,0.110855,dem_agl,reported,6547.81,95710976,234,781.248,98.064,355.44,0.0482907,817.103,888.652
130022,anisotropic,na_mask,S,0.12,0.032244,0.960096,dem_agl,reported,6445.705,92749262,1993,887.08,151.912,600.37,0.0181602,887.474,737.414
130022,anisotropic,na_mask,S,0.35,0.273898,0.724421,dem_agl,reported,6432.454,92368318,1501,900.546,149.777,600.16,0.0327378,915.613,819.82
130022,anisotropic,na_mask,S,0.5,0.499993,0.511336,dem_agl,reported,6441.444,92626681,1061,891.579,133.974,544.75,0.0415151,890,860.259
130022,anisotropic,na_mask,S,0.8,0.910423,0.105938,dem_agl,reported,6487.435,93954065,223,845.565,36.079,189.33,0.0303237,984.918,879.533
130022,anisotropic,na_mask,W,0.12,0.032356,0.954458,dem_agl,reported,6460.611,93178742,1989,872.282,144.023,603.86,0.0311152,864.727,1135.698
130022,anisotropic,na_mask,W,0.35,0.27469,0.741827,dem_agl,reported,6449.336,92853782,1542,883.454,144.9,600.37,0.0535007,822.748,853.736
130022,anisotropic,na_mask,W,0.5,0.499947,0.532751,dem_agl,reported,6416.047,91897710,1098,916.953,149.987,599.95,0.0683157,783.636,829.11
130022,anisotropic,na_mask,W,0.8,0.910083,0.119011,dem_agl,reported,6236.468,86825451,232,1097.413,84.738,420.6,0.0598494,874.177,853.521
160466,anisotropic,na_mask,E,0.12,0.035641,0.981945,dem_agl,reported,5785.653,74726451,1686,1836.347,49.766,349.47,0.0058044,1835.795,1761.479
160466,anisotropic,na_mask,E,0.35,0.291409,0.762712,dem_agl,reported,5776.032,74478133,1303,1846.015,46.149,349.47,0.00686069,1846.716,1794.672
160466,anisotropic,na_mask,E,0.5,0.500051,0.5372,dem_agl,reported,5772.289,74381630,917,1849.711,46.142,237.44,0.0182838,1876.588,1813.583
160466,anisotropic,na_mask,E,0.8,0.901049,0.103768,dem_agl,reported,5800.077,75099523,179,1821.923,31.913,146.48,0.0309341,1924.985,1831.706
160466,anisotropic,na_mask,N,0.12,0.035631,0.976717,dem_agl,reported,5785.725,74728320,1677,1836.213,50.171,349.47,0.00627179,1836.187,1787.062
160466,anisotropic,na_mask,N,0.35,0.291354,0.733683,dem_agl,reported,5780.983,74605865,1258,1841.024,53.651,349.47,0.00764148,1843.223,1816.36
160466,anisotropic,na_mask,N,0.5,0.499998,0.509027,dem_agl,reported,5782.216,74637701,873,1839.792,58.805,349.47,0.0104822,1838.436,1826.835
160466,anisotropic,na_mask,N,0.8,0.901032,0.084442,dem_agl,reported,5800.839,75119238,145,1822.587,83.86,349.47,0.0649719,2044.183,1832.198
160466,anisotropic,na_mask,S,0.12,0.035628,0.976121,dem_agl,reported,5785.063,74711224,1675,1836.968,48.901,303.91,0.00690784,1837.34,1747.671
160466,anisotropic,na_mask,S,0.35,0.291349,0.730076,dem_agl,reported,5789.049,74814199,1254,1832.986,42.656,226.44,0.00661759,1840.49,1834.686
160466,anisotropic,na_mask,S,0.5,0.500002,0.506108,dem_agl,reported,5791.333,74873244,870,1830.667,39.578,211.29,0.0139312,1859.852,1834.147
160466,anisotropic,na_mask,S,0.8,0.901024,0.094199,dem_agl,reported,5828.439,75835775,164,1793.561,19.9,87.46,0.0210854,1859.381,1834.547
160466,anisotropic,na_mask,W,0.12,0.035622,0.986612,dem_agl,reported,5786.63,74751681,1694,1835.309,50.369,349.47,0.00697031,1835.812,1806.897
160466,anisotropic,na_mask,W,0.35,0.291307,0.732403,dem_agl,reported,5788.498,74799964,1258,1833.537,53.909,349.47,0.0139659,1849.289,1839.272
160466,anisotropic,na_mask,W,0.5,0.499949,0.508386,dem_agl,reported,5800.874,75120152,877,1821.404,50.498,308.64,0.0197075,1861.526,1847.879
160466,anisotropic,na_mask,W,0.8,0.900997,0.086187,dem_agl,reported,5835.171,76011059,148,1787.532,39.956,215.28,0.0584925,1987.065,1836.156
170883,anisotropic,na_mask,E,0.12,0.030082,0.966667,dem_agl,reported,3084.069,5343195,116,268.931,10.809,36.17,0.0116911,269.197,292.005
170883,anisotropic,na_mask,E,0.35,0.255905,0.741667,dem_agl,reported,3085.152,5346947,89,267.848,9.25,33.31,0.00954643,268.767,274.45
170883,anisotropic,na_mask,E,0.5,0.500016,0.55,dem_agl,reported,3085.119,5346834,66,267.881,8.171,31.26,0.0082239,269.107,271.265
170883,anisotropic,na_mask,E,0.8,0.916447,0.190083,dem_agl,reported,3088.283,5357804,23,264.717,6.22,15.83,0.0149574,277.975,269.924
170883,anisotropic,na_mask,N,0.12,0.030106,0.966667,dem_agl,reported,3083.656,5341763,116,269.344,11.422,37.05,0.0128304,269.827,281.783
170883,anisotropic,na_mask,N,0.35,0.256106,0.743802,dem_agl,reported,3087.272,5354297,90,265.728,9.219,37.05,0.00947319,268.229,280.864
170883,anisotropic,na_mask,N,0.5,0.500006,0.487603,dem_agl,reported,3090.446,5365313,59,262.554,4.95,18.48,0.00364682,264.105,276.148
170883,anisotropic,na_mask,N,0.8,0.916377,0.115702,dem_agl,reported,3092.417,5372158,14,260.583,1.766,6.6,0.00376901,264.292,270.07
170883,anisotropic,na_mask,S,0.12,0.030104,0.966667,dem_agl,reported,3082.948,5339309,116,270.052,11.405,37.05,0.0128648,269.537,259.035
170883,anisotropic,na_mask,S,0.35,0.256096,0.75,dem_agl,reported,3080.568,5331069,90,272.432,11.709,37,0.0157579,268.217,261.444
170883,anisotropic,na_mask,S,0.5,0.499994,0.566667,dem_agl,reported,3077.736,5321273,68,275.264,11.811,36.73,0.0192215,266.748,262.554
170883,anisotropic,na_mask,S,0.8,0.916373,0.116667,dem_agl,reported,3069.081,5291387,14,283.919,5.706,19.4,0.013903,292.794,268.275
170883,anisotropic,na_mask,W,0.12,0.030079,0.991667,dem_agl,reported,3083.282,5340469,119,269.718,11.431,37.05,0.0126166,269.617,265.815
170883,anisotropic,na_mask,W,0.35,0.255881,0.816667,dem_agl,reported,3082.265,5336944,98,270.735,12.029,37.05,0.0132929,269.156,265.007
170883,anisotropic,na_mask,W,0.5,0.499984,0.641667,dem_agl,reported,3082.356,5337260,77,270.644,13.172,37.05,0.0166872,267.132,267.584
170883,anisotropic,na_mask,W,0.8,0.916439,0.116667,dem_agl,reported,3072.388,5302794,14,280.612,14.267,33.7,0.0464381,241.406,267.891
215166,anisotropic,na_mask,E,0.12,0.03491,0.961864,dem_agl,reported,6218.205,86317668,1816,442.795,11.661,95.32,0.00336743,442.113,416.496
215166,anisotropic,na_mask,E,0.35,0.288508,0.725345,dem_agl,reported,6214.68,86219835,1368,446.32,7.792,51.78,0.00307822,443.36,430.345
215166,anisotropic,na_mask,E,0.5,0.500067,0.509554,dem_agl,reported,6212.827,86168412,960,448.173,7.52,40.69,0.00323353,443.071,435.537
215166,anisotropic,na_mask,E,0.8,0.903091,0.129718,dem_agl,reported,6206.529,85993811,244,454.471,5.094,30.52,0.00277251,446.523,440.551
215166,anisotropic,na_mask,N,0.12,0.035038,0.966102,dem_agl,reported,6219.044,86340953,1824,441.956,13.316,95.32,0.0036087,441.914,437.635
215166,anisotropic,na_mask,N,0.35,0.289018,0.721251,dem_agl,reported,6217.401,86295332,1361,443.599,12.642,92.72,0.00362926,441.89,437.441
215166,anisotropic,na_mask,N,0.5,0.5,0.506363,dem_agl,reported,6216.055,86257971,955,444.945,13.306,87.43,0.00443656,439.604,438.835
215166,anisotropic,na_mask,N,0.8,0.902684,0.106101,dem_agl,reported,6213.417,86184775,200,447.583,9.193,41.2,0.00567643,444.336,441.304
215166,anisotropic,na_mask,S,0.12,0.035034,0.966102,dem_agl,reported,6219.295,86347932,1824,441.705,13.287,95.32,0.00359037,441.755,445.121
215166,anisotropic,na_mask,S,0.35,0.289006,0.708841,dem_agl,reported,6221.1,86398043,1339,439.9,12.109,87.19,0.00311318,441.656,446.492
215166,anisotropic,na_mask,S,0.5,0.5,0.508197,dem_agl,reported,6222.243,86429793,961,438.757,12.025,85.2,0.00349762,443.92,444.98
215166,anisotropic,na_mask,S,0.8,0.902672,0.108351,dem_agl,reported,6223.877,86475217,205,437.123,7.296,76.73,0.00357385,444.223,442.383
215166,anisotropic,na_mask,W,0.12,0.034887,0.971928,dem_agl,reported,6219.66,86358054,1835,441.34,13.008,95.32,0.00367343,441.899,457.412
215166,anisotropic,na_mask,W,0.35,0.288373,0.749339,dem_agl,reported,6222.538,86438000,1417,438.462,13.052,88.39,0.0040389,442.778,451.03
215166,anisotropic,na_mask,W,0.5,0.499933,0.532735,dem_agl,reported,6225.148,86510531,1009,435.852,14.055,78.73,0.00520281,446.361,448.117
215166,anisotropic,na_mask,W,0.8,0.903027,0.116193,dem_agl,reported,6238.514,86882409,221,422.486,20.053,76.5,0.0064103,449.097,444.28
216938,anisotropic,na_mask,E,0.12,0.035199,0.939527,dem_agl,reported,6724.78,100954502,2145,1995.218,398.516,1839.06,0.0710046,2004.218,1963.253
216938,anisotropic,na_mask,E,0.35,0.289694,0.714348,dem_agl,reported,6765.933,102193900,1650,1954.156,411.131,1741.62,0.0922025,2040.846,2106.678
216938,anisotropic,na_mask,E,0.5,0.500051,0.519116,dem_agl,reported,6836.424,104334405,1226,1884.231,408.789,1739.18,0.112883,2057.919,2116.65
216938,anisotropic,na_mask,E,0.8,0.902274,0.144321,dem_agl,reported,6877.102,105579721,351,1839.524,362.169,1474.94,0.0790767,2054.441,2009.102
216938,anisotropic,na_mask,N,0.12,0.035072,0.938767,dem_agl,reported,6700.444,100225157,2129,2019.678,386.52,1839.06,0.0667555,2002.335,1495.562
216938,anisotropic,na_mask,N,0.35,0.289158,0.701653,dem_agl,reported,6657.158,98934408,1570,2062.759,377.424,1758.55,0.0775292,1959.03,1826.918
216938,anisotropic,na_mask,N,0.5,0.5,0.505623,dem_agl,reported,6513.472,94709746,1084,2205.239,323.829,1664.69,0.0652153,2324.507,1775.64
216938,anisotropic,na_mask,N,0.8,0.902587,0.125803,dem_agl,reported,6549.881,95771512,272,2167.076,295.402,1298.77,0.095416,2097.351,1981.977
216938,anisotropic,na_mask,S,0.12,0.035069,0.936897,dem_agl,reported,6726.674,101011395,2139,1993.363,397.287,1839.06,0.0813419,2016.055,2053.983
216938,anisotropic,na_mask,S,0.35,0.289149,0.692241,dem_agl,reported,6775.534,102484137,1606,1944.466,400.47,1839.06,0.0977822,2068.073,2151.318
216938,anisotropic,na_mask,S,0.5,0.5,0.492611,dem_agl,reported,6916.646,106797396,1193,1802.978,350.095,1500.16,0.0631476,1735.693,2226.224
216938,anisotropic,na_mask,S,0.8,0.902578,0.136551,dem_agl,reported,6879.366,105649248,322,1837.925,451.597,1483.69,0.199323,2307.516,2022.009
216938,anisotropic,na_mask,W,0.12,0.035182,0.9491,dem_agl,reported,6714.494,100645913,2162,2005.505,395.215,1839.06,0.0708841,1999.652,1945.921
216938,anisotropic,na_mask,W,0.35,0.289591,0.704881,dem_agl,reported,6641.11,98457996,1571,2078.949,371.422,1720.71,0.0539963,2037.989,1808.63
216938,anisotropic,na_mask,W,0.5,0.499949,0.508405,dem_agl,reported,6595.441,97108518,1117,2124.272,336.999,1578.52,0.0166948,2123.522,1872.796
216938,anisotropic,na_mask,W,0.8,0.902224,0.123585,dem_agl,reported,6586.789,96853888,267,2131.368,287.147,1157.85,0.0732716,2432.238,1985.894
248413,anisotropic,na_mask,E,0.12,0.033216,0.95,dem_agl,reported,6548.237,95723442,2054,1378.761,85.134,415.07,0.0213851,1382.642,1308.077
248413,anisotropic,na_mask,E,0.35,0.280166,0.734779,dem_agl,reported,6563.404,96167393,1595,1363.585,78.343,409.92,0.0254772,1394.427,1418.571
248413,anisotropic,na_mask,E,0.5,0.500052,0.529707,dem_agl,reported,6592.309,97016305,1160,1334.706,64.423,330.02,0.0209387,1379.499,1427.144
248413,anisotropic,na_mask,E,0.8,0.907775,0.13729,dem_agl,reported,6624.17,97956343,305,1302.898,55.353,243.53,0.0437126,1491.218,1389.497
248413,anisotropic,na_mask,N,0.12,0.033101,0.95183,dem_agl,reported,6547.27,95695177,2056,1379.767,84.216,415.07,0.0182503,1376.234,1293.065
248413,anisotropic,na_mask,N,0.35,0.279489,0.711959,dem_agl,reported,6530.162,95195732,1531,1396.811,85.194,415.07,0.0194482,1388.317,1326.912
248413,anisotropic,na_mask,N,0.5,0.500003,0.507009,dem_agl,reported,6518.973,94869791,1086,1408.031,90.519,415.07,0.0287486,1435.799,1349.906
248413,anisotropic,na_mask,N,0.8,0.90806,0.112418,dem_agl,reported,6501.833,94371564,239,1425.167,63.077,275.95,0.0343623,1458.764,1376.166
248413,anisotropic,na_mask,S,0.12,0.033099,0.949584,dem_agl,reported,6554.098,95894895,2058,1372.796,85.301,415.07,0.0191759,1376.918,1445.795
248413,anisotropic,na_mask,S,0.35,0.279473,0.708353,dem_agl,reported,6560.134,96071600,1535,1366.866,82.337,389.84,0.0232095,1395.831,1402.718
248413,anisotropic,na_mask,S,0.5,0.499997,0.500458,dem_agl,reported,6582.796,96736495,1095,1344.253,64.071,278.94,0.0199451,1390.025,1413.859
248413,anisotropic,na_mask,S,0.8,0.908052,0.11528,dem_agl,reported,6620.773,97855879,255,1306.227,49.602,216.74,0.0211463,1397.013,1389.647
248413,anisotropic,na_mask,W,0.12,0.033201,0.955514,dem_agl,reported,6546.352,95668350,2065,1380.585,82.558,396.53,0.0173892,1378.902,1269.895
248413,anisotropic,na_mask,W,0.35,0.280063,0.710098,dem_agl,reported,6528.826,95156789,1526,1398.174,85.277,362.6,0.0185565,1386.794,1327.663
248413,anisotropic,na_mask,W,0.5,0.499948,0.504927,dem_agl,reported,6505.283,94471747,1078,1421.791,80.646,361.84,0.0195675,1445.973,1334.185
248413,anisotropic,na_mask,W,0.8,0.907734,0.11526,dem_agl,reported,6562.194,96131933,251,1365.419,85.629,330.75,0.0585856,1576.822,1383.103
338907,anisotropic,na_mask,E,0.12,0.033035,0.974412,dem_agl,reported,9269.894,191831155,4226,905.1,112.331,560.45,0.0237226,900.829,806.448
338907,anisotropic,na_mask,E,0.35,0.279109,0.732329,dem_agl,reported,9245.331,190815865,3160,929.669,106.528,560.45,0.0243632,903.199,828.145
338907,anisotropic,na_mask,E,0.5,0.500077,0.528933,dem_agl,reported,9233.611,190332387,2275,941.416,109.606,559.85,0.0268498,894.359,860.321
338907,anisotropic,na_mask,E,0.8,0.908294,0.092006,dem_agl,reported,9151.135,186947428,388,1023.519,88.961,365.14,0.0433632,889.453,889.93
338907,anisotropic,na_mask,N,0.12,0.032932,0.96772,dem_agl,reported,9269.622,191819887,4196,905.371,112.235,560.45,0.0230308,901.833,828.496
338907,anisotropic,na_mask,N,0.35,0.278472,0.72266,dem_agl,reported,9246.744,190874194,3119,928.256,114.112,555.62,0.0305116,880.581,835.733
338907,anisotropic,na_mask,N,0.5,0.50001,0.508296,dem_agl,reported,9207.986,189277440,2175,967.014,103.304,552.72,0.0346181,869.273,835.989
338907,anisotropic,na_mask,N,0.8,0.908537,0.096599,dem_agl,reported,9158.108,187232465,409,1016.892,67.722,325.28,0.0295454,1194.913,891.044
338907,anisotropic,na_mask,S,0.12,0.032927,0.964747,dem_agl,reported,9274.757,192032460,4187,900.243,112.777,560.45,0.023171,904.145,975.8
338907,anisotropic,na_mask,S,0.35,0.278437,0.724532,dem_agl,reported,9314.551,193683864,3172,860.449,87.75,462.44,0.0161039,879.581,1013.412
338907,anisotropic,na_mask,S,0.5,0.49999,0.501477,dem_agl,reported,9338.049,194662298,2206,836.977,74.59,320.6,0.00838553,845.879,969.043
338907,anisotropic,na_mask,S,0.8,0.908522,0.097816,dem_agl,reported,9331.969,194408894,430,843.031,75.85,280.04,0.0224748,960.901,908.522
338907,anisotropic,na_mask,W,0.12,0.033014,0.974442,dem_agl,reported,9276.759,192115401,4231,898.26,109.228,560.45,0.0224149,902.212,1065.725
338907,anisotropic,na_mask,W,0.35,0.278956,0.731897,dem_agl,reported,9300.004,193079348,3194,874.996,98.069,492.63,0.0201041,898.674,978.644
338907,anisotropic,na_mask,W,0.5,0.499923,0.500685,dem_agl,reported,9314.037,193662504,2191,860.933,96.036,431.27,0.0186827,898.712,944.353
338907,anisotropic,na_mask,W,0.8,0.908235,0.099077,dem_agl,reported,9376.4,196264556,439,798.702,68.404,273.73,0.0108634,789.175,913.304
498562,anisotropic,na_mask,E,0.12,0.034669,0.950276,dem_agl,reported,5296.294,15757851,343,951.789,101.884,554.73,0.084111,946.885,720.95
498562,anisotropic,na_mask,E,0.35,0.287459,0.738162,dem_agl,reported,5264.861,15571365,263,982.711,81.235,483.01,0.0747951,950.818,866.846
498562,anisotropic,na_mask,E,0.5,0.500019,0.542373,dem_agl,reported,5244.342,15450222,192,1003.658,74.699,348.47,0.0803019,943.473,901.543
498562,anisotropic,na_mask,E,0.8,0.903714,0.152047,dem_agl,reported,5170.418,15017725,52,1077.582,75.639,277.89,0.142402,856.837,928.098
498562,anisotropic,na_mask,N,0.12,0.03462,0.92011,dem_agl,reported,5304.887,15809021,334,943.113,115.56,601.56,0.091355,940.147,963.669
498562,anisotropic,na_mask,N,0.35,0.287237,0.703601,dem_agl,reported,5284.3,15686560,254,963.7,106.477,599.81,0.0917605,935.445,906.831
498562,anisotropic,na_mask,N,0.5,0.5,0.50838,dem_agl,reported,5256.605,15522563,180,990.311,90.752,437.08,0.0879253,941.208,909.816
498562,anisotropic,na_mask,N,0.8,0.903835,0.149296,dem_agl,reported,5240.587,15428106,53,1007.413,59.113,291.08,0.0844921,935.706,941.335
498562,anisotropic,na_mask,S,0.12,0.034619,0.92011,dem_agl,reported,5309.863,15838696,335,938.765,116.227,601.56,0.0904357,941.273,989.728
498562,anisotropic,na_mask,S,0.35,0.287235,0.70411,dem_agl,reported,5330.649,15962943,257,917.351,114.228,550.76,0.0882523,937.542,990.701
498562,anisotropic,na_mask,S,0.5,0.5,0.504087,dem_agl,reported,5353.283,16098790,185,894.717,111.965,529.45,0.0858361,923.608,983.658
498562,anisotropic,na_mask,S,0.8,0.903832,0.153005,dem_agl,reported,5350.707,16083300,56,897.293,96.685,360.24,0.0941727,860.262,945.862
498562,anisotropic,na_mask,W,0.12,0.034663,0.950413,dem_agl,reported,5312.569,15854843,345,935.431,108.038,601.56,0.0886305,941.524,1123.718
498562,anisotropic,na_mask,W,0.35,0.287421,0.724044,dem_agl,reported,5340.558,16022342,266,907.904,100.689,454.72,0.09727,952.928,1008.702
498562,anisotropic,na_mask,W,0.5,0.499981,0.52973,dem_agl,reported,5364.183,16164414,197,883.621,104.383,416.71,0.118105,976.241,998.784
498562,anisotropic,na_mask,W,0.8,0.903696,0.153247,dem_agl,reported,5472.947,16826555,60,778.221,101.92,346.18,0.214447,1132.775,963.89
501678,anisotropic,na_mask,E,0.12,0.034315,0.975831,dem_agl,reported,5123.463,14746197,323,1124.537,107.259,434.53,0.0955585,1119.934,927.124
501678,anisotropic,na_mask,E,0.35,0.285855,0.759878,dem_agl,reported,5077.735,14484146,250,1170.265,68.518,344.44,0.0754505,1136.162,1007.841
501678,anisotropic,na_mask,E,0.5,0.500019,0.557927,dem_agl,reported,5046.762,14307986,183,1201.238,44.861,231.61,0.0628185,1149.791,1060.243
501678,anisotropic,na_mask,E,0.8,0.904698,0.139752,dem_agl,reported,4999.119,14039116,44,1248.458,17.51,65.49,0.0549096,1162.448,1112.905
501678,anisotropic,na_mask,N,0.12,0.034242,0.939577,dem_agl,reported,5131.057,14789939,315,1114.77,117.063,447.62,0.100282,1118.842,1166.729
501678,anisotropic,na_mask,N,0.35,0.285508,0.716012,dem_agl,reported,5129.444,14780643,239,1116.297,122.066,447.62,0.102815,1126.028,1123.203
501678,anisotropic,na_mask,N,0.5,0.500001,0.507553,dem_agl,reported,5127.263,14768080,168,1120.737,117.58,434.53,0.102938,1144.071,1122.647
501678,anisotropic,na_mask,N,0.8,0.904887,0.139535,dem_agl,reported,5186.524,15111428,48,1061.476,103.505,369.75,0.140486,1205.559,1135.195
501678,anisotropic,na_mask,S,0.12,0.034241,0.94864,dem_agl,reported,5122.545,14740912,314,1125.455,110.287,444.08,0.0950017,1122.123,1024.852
501678,anisotropic,na_mask,S,0.35,0.285503,0.697885,dem_agl,reported,5122.994,14743494,231,1125.006,112.126,444.08,0.0956118,1129.688,1119.156
501678,anisotropic,na_mask,S,0.5,0.499999,0.522659,dem_agl,reported,5129.313,14779889,174,1117.127,109.728,440.01,0.0984288,1133.002,1133.375
501678,anisotropic,na_mask,S,0.8,0.904883,0.148485,dem_agl,reported,5105.333,14642018,50,1141.493,62.844,228.56,0.087332,1169.18,1125.109
501678,anisotropic,na_mask,W,0.12,0.034309,0.97281,dem_agl,reported,5132.579,14798714,326,1113.34,113.064,440.01,0.100597,1117.789,1250.678
501678,anisotropic,na_mask,W,0.35,0.285816,0.748521,dem_agl,reported,5170.897,15020504,253,1077.103,103.47,378.75,0.117128,1134.101,1223.62
501678,anisotropic,na_mask,W,0.5,0.499981,0.53913,dem_agl,reported,5210.52,15251581,186,1037.48,92.282,332.8,0.135545,1153.914,1211.996
501678,anisotropic,na_mask,W,0.8,0.904681,0.149171,dem_agl,reported,5326.88,15940375,54,921.12,52.667,175.84,0.167802,1179.198,1150.057
561817,anisotropic,na_mask,E,0.12,0.037312,1,dem_agl,reported,4280.094,10291041,236,1511.442,66.677,298.71,0.038425,1511.442,1578.889
561817,anisotropic,na_mask,E,0.35,0.296979,0.781513,dem_agl,reported,4286.825,10323437,186,1504.175,67.918,271.76,0.055861,1521.898,1527.851
561817,anisotropic,na_mask,E,0.5,0.500019,0.548117,dem_agl,reported,4301.451,10393999,131,1489.549,73.981,271.76,0.106223,1559.37,1531.417
561817,anisotropic,na_mask,E,0.8,0.896379,0.089796,dem_agl,reported,4360.047,10679113,22,1430.953,55.43,186.85,0.177556,1607.285,1514.381
561817,anisotropic,na_mask,N,0.12,0.037349,0.987288,dem_agl,reported,4277.928,10280628,233,1513.072,65.392,298.71,0.0368577,1512.582,1379.106
561817,anisotropic,na_mask,N,0.35,0.297079,0.745763,dem_agl,reported,4271.712,10250777,176,1519.288,55.381,255.47,0.0222062,1523.129,1486.709
561817,anisotropic,na_mask,N,0.5,0.499997,0.542373,dem_agl,reported,4271.501,10249764,128,1519.499,49.618,217.7,0.0274789,1538.95,1500.514
561817,anisotropic,na_mask,N,0.8,0.896254,0.1125,dem_agl,reported,4308.029,10425817,27,1482.971,60.851,220.48,0.159525,1719.055,1510.018
561817,anisotropic,na_mask,S,0.12,0.037349,0.983051,dem_agl,reported,4277.918,10280579,232,1513.082,65.849,298.71,0.0426497,1514.063,1398.222
561817,anisotropic,na_mask,S,0.35,0.297083,0.738397,dem_agl,reported,4280.334,10292196,174,1510.445,71.356,298.71,0.062614,1522.73,1504.19
561817,anisotropic,na_mask,S,0.5,0.500003,0.495798,dem_agl,reported,4286.83,10323461,118,1504.17,80.094,298.71,0.0785842,1527.688,1509.175
561817,anisotropic,na_mask,S,0.8,0.896253,0.115702,dem_agl,reported,4346.149,10611140,28,1444.851,84.351,278.09,0.14165,1550.276,1511.928
561817,anisotropic,na_mask,W,0.12,0.037304,0.974576,dem_agl,reported,4277.515,10278643,230,1513.485,66.253,298.71,0.0374028,1512.009,1423.04
561817,anisotropic,na_mask,W,0.35,0.29694,0.805085,dem_agl,reported,4261.889,10203686,190,1529.111,53.313,262.78,0.0189742,1523.355,1446.791
561817,anisotropic,na_mask,W,0.5,0.499981,0.57265,dem_agl,reported,4252.067,10156706,134,1538.933,43.898,244.65,0.0270114,1541.705,1482.336
561817,anisotropic,na_mask,W,0.8,0.896356,0.102564,dem_agl,reported,4230.593,10054378,23,1564.408,34.005,135.26,0.0625693,1532.818,1497.682
581653,anisotropic,na_mask,E,0.12,0.032626,0.98155,dem_agl,reported,4645.037,12120793,266,1267.963,79.867,332.74,0.0625206,1266.887,1155.698
581653,anisotropic,na_mask,E,0.35,0.27653,0.759259,dem_agl,reported,4625.366,12018355,205,1287.634,78.187,332.74,0.0572905,1276.869,1199.892
581653,anisotropic,na_mask,E,0.5,0.500019,0.529851,dem_agl,reported,4609.219,11934588,142,1303.781,66.655,274.07,0.0523857,1282.297,1225.979
